domain,subdomain,difficulty,description,explanation,hint,calculator,verified,correct,point,choice0,choice1,choice2,choice3
machine_learning,data,beginner,What is an outlier?,"An outlier is a value far away from the rest, which may be a genuine rare case or a data error.",,,,3,5,A value that appears most often,A row with a missing label,The average of the extreme values,A value far away from the rest of the data
machine_learning,data,beginner,Why does the amount of training data usually matter?,More varied examples give the model more chance to learn the real pattern rather than the quirks of a few cases.,,,,0,5,More varied examples help the model learn the real pattern rather than quirks,More data always makes training faster,More data removes the need for a test set,More data guarantees perfect accuracy
machine_learning,concepts,beginner,"What is a model, in machine learning terms?",A model is what the learning process produces: a rule or function that turns inputs into a prediction.,,,,2,5,The dataset used for training,The programming language used,What training produces: a function mapping inputs to predictions,A diagram of the project plan
machine_learning,concepts,beginner,What does training a model actually do?,Training adjusts the models internal settings so its predictions match the training examples as closely as possible.,,,,0,5,Adjusts the models settings so its predictions fit the training examples,Copies the training data into the model,Sorts the data into the right order,Chooses which programming language to use
machine_learning,concepts,beginner,"What is prediction, or inference?",Prediction is using a trained model on new input to produce an output.,,,,1,5,Retraining the model on new data,Using a trained model on new input to produce an output,Measuring how accurate the model is,Choosing which features to keep
machine_learning,algorithms,beginner,What does a decision tree do?,"A decision tree splits the data with a sequence of yes or no questions, and each leaf gives a prediction.",,,,0,5,Splits data with a series of yes or no questions leading to a prediction,Draws a family tree of the dataset,Sorts the data alphabetically,Connects every example to its nearest neighbour
machine_learning,algorithms,beginner,What is the core idea of the k-nearest-neighbours method?,It predicts for a new point by looking at the most similar examples it has already seen.,,,,3,5,It fits a straight line through the data,It splits data into two halves repeatedly,It always predicts the average value,It predicts using the most similar examples already seen
machine_learning,algorithms,beginner,What does linear regression fit to the data?,Linear regression fits a straight-line relationship between the inputs and a numeric output.,,,,1,5,A set of yes or no rules,A straight-line relationship between inputs and a numeric output,A grouping of similar points,A ranking of the features
machine_learning,algorithms,beginner,"Despite its name, what does logistic regression predict?",Logistic regression is a classification method: it predicts the probability of belonging to a class.,,,,2,5,A continuous number,A cluster assignment,The probability of belonging to a class,The number of features to keep
machine_learning,concepts,beginner,"What is a neural network, in simple terms?","A neural network passes inputs through layers of simple connected units, each layer building on the last.",,,,0,5,Layers of simple connected units that transform the input step by step,A network of computers sharing one dataset,A diagram showing how features relate,A method for storing data efficiently
machine_learning,concepts,beginner,How does deep learning relate to machine learning?,Deep learning is a branch of machine learning that uses neural networks with many layers.,,,,1,5,They are unrelated fields,Deep learning is machine learning using neural networks with many layers,Machine learning is a branch of deep learning,Deep learning refers to training on very large computers
machine_learning,ethics,beginner,Where does bias in a machine learning model usually come from?,"A model reproduces the patterns in its training data, so historical bias in that data comes out in its predictions.",,,,0,5,"Patterns in the training data, which the model reproduces",Random errors during training,Using too many features,Running the model on the wrong computer
machine_learning,ethics,beginner,Why does it matter whether a model can be explained?,"When a decision affects people, being able to say why the model decided as it did is needed for trust, appeal and accountability.",,,,2,5,Because explainable models are always more accurate,Because it makes training faster,Because decisions affecting people need to be justifiable and challengeable,Because it reduces the amount of data needed
machine_learning,ethics,beginner,What is a reasonable response to a model that performs worse for one group of people?,"Measure performance separately for each group and address the gap, rather than relying on the overall average.",,,,3,5,Ignore it if overall accuracy is high,Remove that group from the test set,Raise the decision threshold for everyone,Measure performance per group and work to close the gap
machine_learning,concepts,beginner,"What is a prediction error, or residual, in regression?",It is the difference between what the model predicted and what actually happened.,,,,0,5,The gap between the predicted value and the actual value,The number of rows the model could not process,The time taken to make a prediction,The share of features that were unused
machine_learning,data,beginner,Why should the split into training and test data usually be random?,A random split makes both parts representative. Splitting by position can put all of one kind of case on one side.,,,,1,5,Because random numbers make models more accurate,So both parts are representative rather than sorted into unlike groups,Because it is faster than splitting in order,Because it removes duplicate rows
machine_learning,concepts,beginner,What is a hyperparameter?,"A hyperparameter is a setting you choose before training, such as how deep a tree may grow, rather than something learned from data.",,,,2,5,A value the model learns from the data,A feature with unusually large values,A setting chosen before training rather than learned from data,The final accuracy score
machine_learning,concepts,beginner,What is the difference between a parameter and a hyperparameter?,Parameters are learned during training; hyperparameters are set beforehand to control how training happens.,,,,0,5,"Parameters are learned from data, hyperparameters are chosen beforehand","Parameters are chosen beforehand, hyperparameters are learned",They are the same thing,"Parameters apply to classification, hyperparameters to regression"
machine_learning,tasks,beginner,What is anomaly detection used for?,"Anomaly detection flags examples that look unlike the normal pattern, such as possible fraud or equipment faults.",,,,1,5,Grouping similar customers together,Flagging examples that look unlike the usual pattern,Predicting a continuous value,Reducing the number of features
machine_learning,tasks,beginner,What is a recommendation system trying to do?,"It predicts which items a person is likely to want, from their behaviour and that of similar people.",,,,0,5,Predict which items a person is likely to want,Sort a catalogue alphabetically,Detect errors in a product database,Compress a large dataset
machine_learning,process,beginner,Why is it a mistake to judge a model only on its training score?,"The training score reflects data the model has already seen, so it flatters the model and hides overfitting.",,,,3,5,Because training scores are always low,Because the training set is usually too small,Because training scores cannot be calculated for classifiers,Because it reflects data the model has already seen and hides overfitting
machine_learning,data,beginner,What does it mean for classes to be imbalanced?,"One class appears far more often than another, which can make a model that ignores the rare class look good.",,,,0,5,One class is far more common than the other,The features have very different units,The training and test sets are different sizes,Some rows have missing labels
machine_learning,concepts,beginner,"Why is machine learning a poor fit for a problem with clear, stable rules?","When the rules are known and stable, writing them directly is simpler, more predictable and easier to check than learning them.",,,,2,5,Because models cannot handle rules at all,Because rule-based problems always have too little data,Because writing the rules directly is simpler and easier to verify,Because models can only handle numeric data
machine_learning,concepts,beginner,"What is the practical meaning of the phrase garbage in, garbage out?","A model trained on poor-quality data will produce poor predictions, however good the algorithm is.",,,,1,5,Models should discard rows they cannot use,"Poor input data produces poor predictions, whatever algorithm is used",Data should be deleted after training,Compressed data leads to compressed results
