domain,subdomain,difficulty,description,explanation,hint,calculator,verified,correct,point,choice0,choice1,choice2,choice3
management,org-structure,easy,A company organized into departments based on product lines or geographic regions uses which structure?,A divisional structure groups employees around specific products services or regions. Each division operates relatively autonomously with its own resources.,,,,1,10,Functional structure,Divisional structure,Matrix structure,Flat structure
management,org-structure,easy,In which organizational structure do employees report to both a functional manager and a project manager simultaneously?,A matrix structure overlays project teams on top of functional departments. Employees have dual reporting lines which can cause role conflicts but improves flexibility.,,,,3,10,Functional structure,Divisional structure,Flat structure,Matrix structure
management,org-structure,easy,Grouping employees by their specialist function such as marketing finance and HR describes which structure?,A functional structure organizes people by specialized function. It promotes expertise and efficiency within functions but can create silos across departments.,,,,0,10,Functional structure,Divisional structure,Matrix structure,Network structure
management,org-structure,easy,Decentralization in an organization primarily means what?,Decentralization involves pushing decision-making authority down to lower levels of the hierarchy. It speeds decisions and improves responsiveness at the local level.,,,,2,10,All decisions are made by head office,The company outsources non-core activities,Authority is delegated to lower levels of management,The organization reduces the number of managers
management,span-of-control,easy,Which factor most justifies a manager having a narrow span of control?,Narrow spans of control are justified when work is complex non-routine or when subordinates need frequent coaching. Wide spans suit simple repetitive work with experienced staff.,,,,1,10,Subordinates perform simple routine tasks,Work is complex and subordinates need frequent guidance,The organization wants to cut management costs,Employees are highly experienced and self-managing
management,delegation,easy,A manager who delegates a task to a subordinate but keeps ultimate responsibility for the outcome demonstrates which principle?,The principle of absolute accountability states that managers cannot delegate away their overall accountability even when they assign tasks and authority to others.,,,,3,10,Unity of command,Scalar chain,Span of control,Absolute accountability
management,decision-making,easy,Which type of decision involves a novel unstructured problem with no pre-established procedure?,Non-programmed decisions deal with unique complex situations that lack clear rules or precedents. Examples include entering a new market or responding to a major crisis.,,,,0,10,Non-programmed decision,Programmed decision,Routine decision,Standing decision
management,decision-making,easy,The tendency to search for information that confirms an existing belief during decision-making is called what?,Confirmation bias causes decision-makers to favor information that supports their pre-existing views and ignore contradictory evidence leading to poor decisions.,,,,2,10,Groupthink,Anchoring bias,Confirmation bias,Sunk cost fallacy
management,decision-making,easy,What is groupthink and when is it most likely to occur?,Groupthink occurs when the desire for harmony in a cohesive group overrides realistic appraisal of alternatives. It is most common in tight-knit groups under pressure to agree.,,,,1,10,A brainstorming technique for generating ideas,A bias where group cohesion overrides critical thinking,A method for reaching consensus through voting,A structured approach to team problem-solving
management,strategy,easy,In a SWOT analysis which two categories represent internal factors?,Strengths and Weaknesses are internal factors within the organization's control. Opportunities and Threats come from the external environment.,,,,3,10,"Opportunities and Threats","Strengths and Opportunities","Weaknesses and Threats","Strengths and Weaknesses"
management,strategy,easy,Which competitive strategy involves producing at the lowest cost in the industry?,Porter's cost leadership strategy aims to become the lowest-cost producer in the industry to attract price-sensitive customers and outcompete rivals on price.,Porter,,,0,10,Cost leadership,Differentiation,Focus,Market penetration
management,strategy,easy,A company that competes by offering unique features that customers value and will pay a premium for is using which strategy?,Porter's differentiation strategy involves offering products or services perceived as unique. The premium price earned must exceed the extra costs of differentiation.,Porter,,,2,10,Cost leadership,Market development,Differentiation,Diversification
management,strategy,easy,The Ansoff Matrix shows four growth strategies. Which strategy involves selling existing products to new markets?,Market development is the Ansoff strategy of selling current products to new customer segments or geographic markets. It carries moderate risk.,Ansoff,,,1,10,Market penetration,Market development,Product development,Diversification
management,strategy,easy,In the BCG matrix a product with high market share in a low-growth market is classified as what?,Cash Cows have high relative market share in a slow-growth market. They generate more cash than they consume and are used to fund other business units.,BCG,,,3,10,Star,Question Mark,Dog,Cash Cow
management,strategy,easy,In the BCG matrix a product with low market share in a high-growth market is known as what?,Question Marks (also called Problem Children) have low market share in a fast-growing market. They require investment to gain share or may be divested.,BCG,,,0,10,Question Mark,Star,Cash Cow,Dog
management,communication,easy,Which communication barrier arises when sender and receiver attach different meanings to the same word?,Semantic barriers occur when words have different meanings for different people. Jargon cultural differences and ambiguous language all cause semantic barriers.,,,,2,10,Physical barrier,Psychological barrier,Semantic barrier,Organizational barrier
management,communication,easy,Active listening primarily involves doing what?,Active listening means fully concentrating on the speaker understanding the message and providing feedback. It involves eye contact paraphrasing and avoiding interruptions.,,,,1,10,Preparing your response while the other person talks,Giving full attention and showing understanding through feedback,Filtering information you already agree with,Taking detailed written notes of every word spoken
management,communication,easy,A manager sends a memo to all staff about a new policy. This is an example of which communication direction?,Downward communication flows from managers to subordinates. Memos from management to staff about policies decisions or instructions are typical examples.,,,,3,10,Upward communication,Horizontal communication,Diagonal communication,Downward communication
management,hrm,easy,Performance appraisal in HRM primarily serves which purpose?,Performance appraisal evaluates employee performance against set standards. It informs decisions on pay promotion training and development.,,,,0,10,Evaluating employee performance to inform pay and development decisions,Recruiting external candidates for vacant positions,Calculating the total compensation budget,Designing the organizational chart
management,hrm,easy,Which HRM activity involves equipping employees with skills needed for current or future roles?,Training and development involves activities that improve employees' skills knowledge and capabilities for current duties and future career progression.,,,,2,10,Recruitment,Induction,Training and development,Job analysis
management,hrm,easy,What is the purpose of a person specification in the recruitment process?,A person specification describes the qualifications skills experience and personal attributes required of the ideal candidate for a job. It complements the job description.,,,,1,10,To advertise the salary range for a job,To describe the ideal candidate's attributes and qualifications,To outline the daily tasks of a role,To set key performance indicators for a new hire
management,hrm,easy,Labor turnover measures what in an organization?,Labor turnover (or staff turnover) measures the rate at which employees leave and need to be replaced. High turnover is costly and may signal low engagement or poor management.,,,,3,10,The total number of employees hired each year,The ratio of managers to workers,The absenteeism rate in a company,The rate at which employees leave and must be replaced
management,operations,easy,Total Quality Management (TQM) emphasizes which approach to improving product or service quality?,TQM is a management philosophy of continuous improvement involving all employees across all departments. It focuses on meeting customer needs and eliminating defects.,,,,0,10,"Continuous improvement involving all employees, focused on customer needs",Inspecting finished products to remove defects before shipment,Outsourcing quality assurance to a specialist firm,Reducing quality standards to cut production costs
management,operations,easy,Lean management primarily aims to do what?,"Lean management focuses on eliminating waste (non-value-adding activities) from processes. Originally from Toyota, it improves efficiency and customer value.",,,,2,10,Increase the number of product variants,Speed up hiring and onboarding,Eliminate waste and non-value-adding activities from processes,Maximize the use of raw material inventory
management,operations,easy,A production process that makes identical products in large quantities using assembly-line methods is called what?,Flow (or mass) production uses a continuous assembly-line method to manufacture large volumes of identical or highly similar products efficiently.,,,,1,10,Job production,Flow production,Batch production,Cell production
management,project-management,easy,Which document outlines the scope objectives deliverables and timeline of a project at the start?,A project charter (or project initiation document) formally authorizes a project and defines its scope objectives stakeholders timeline and high-level resources.,,,,3,10,Risk register,Work breakdown structure,Gantt chart,Project charter
management,project-management,easy,A work breakdown structure (WBS) in project management is used to do what?,A WBS decomposes a project into smaller manageable tasks and sub-tasks. It provides a hierarchical map of all work required to complete the project.,,,,0,10,Break the project into smaller manageable tasks,Schedule tasks on a calendar timeline,Identify and assess project risks,Measure team member performance
management,project-management,easy,What is the critical path in project management?,The critical path is the longest sequence of dependent tasks in a project. Any delay on the critical path directly delays the overall project completion date.,,,,2,10,The easiest set of tasks in a project,The first set of tasks completed in any project,The longest sequence of dependent tasks determining project duration,The list of tasks assigned to the project manager
management,change-management,easy,Kotter's first step in his eight-step change model is what?,Kotter argues that change fails without urgency. The first step is creating a sense of urgency so that enough people are motivated to move out of complacency.,Kotter,,,1,10,Building a guiding coalition,Creating a sense of urgency,Developing a vision for change,Communicating the change vision
management,change-management,easy,Resistance to change in organizations most commonly stems from what?,Employees resist change mainly because of fear of the unknown loss of job security disruption to routines or perceived loss of power and status.,,,,3,10,Excessive communication from management,Poorly designed organizational charts,Too many managers in the hierarchy,Fear of the unknown and loss of job security
management,change-management,easy,In Lewin's change model what happens during the unfreeze stage?,Unfreezing involves dismantling the existing mindset and preparing people for change by creating awareness of why the current state is no longer acceptable.,Lewin,,,0,10,Preparing people by challenging the current state and creating motivation to change,Implementing the new processes or behaviors,Stabilizing and embedding the new ways of working,Evaluating the outcomes of the change
management,ethics-in-management,easy,A manager who follows the rule that actions are right if they respect the rights and duties of others is applying which ethical framework?,Deontological ethics (Kant) focuses on rules and duties. An action is morally correct if it follows the proper rule regardless of its consequences.,,,,2,10,Consequentialism,Virtue ethics,Deontology,Relativism
management,ethics-in-management,easy,Stakeholder theory argues that managers should make decisions that consider the interests of whom?,Stakeholder theory (Freeman) argues that firms have responsibilities to all parties affected by their actions - not just shareholders - including employees customers suppliers and communities.,Freeman,,,1,10,Shareholders only,All parties affected by the firm's actions,Government regulators only,Senior management and the board
management,ethics-in-management,easy,Whistle-blowing in an organization refers to what?,Whistle-blowing occurs when an employee reports illegal unethical or improper conduct within the organization to internal authorities or external regulators.,,,,3,10,A manager publicly praising an employee's work,A company announcing record profits to investors,An employee taking sick leave without authorization,An employee reporting wrongdoing within the organization
management,management-functions,easy,Management by Objectives (MBO) is a planning approach where managers and employees jointly do what?,MBO (developed by Peter Drucker) involves managers and employees collaboratively setting specific measurable goals and then evaluating performance against those agreed goals.,Drucker,,,0,10,Set specific measurable goals together and evaluate performance against them,Design the organizational chart to reflect reporting lines,Determine the most efficient production schedule,Compete against each other to maximize individual output
management,org-structure,easy,The unity of command principle states that each employee should receive orders from how many superiors?,Fayol's unity of command principle states that each worker should report to one and only one manager. Multiple bosses create confusion and conflicting instructions.,Fayol,,,1,10,As many managers as there are departments,Only one manager,Two managers at most,A management committee
management,delegation,easy,Which term describes the duty of a subordinate to complete an assigned task to a satisfactory standard?,Responsibility is the obligation of a subordinate to carry out an assigned task. Authority provides the right to act and responsibility provides the duty to perform.,,,,3,10,Authority,Accountability,Delegation,Responsibility
management,hrm,easy,A structured program that pairs a new or junior employee with an experienced colleague for guidance and support is called what?,Mentoring involves a senior experienced employee guiding a junior colleague's personal and professional development over time building skills confidence and organizational knowledge.,,,,0,10,Mentoring,Appraisal,Job rotation,Redundancy
management,operations,easy,Six Sigma is a quality management approach that aims to reduce defects to how many per million opportunities?,Six Sigma targets no more than 3.4 defects per million opportunities. It uses statistical tools and the DMAIC (Define Measure Analyze Improve Control) process.,,,,2,10,100 defects per million,1000 defects per million,3.4 defects per million,10 defects per million
management,planning,easy,The purpose of a mission statement is to do what?,A mission statement articulates the organization's fundamental purpose - what it does who it serves and its core values. It guides strategic decisions and motivates stakeholders.,,,,1,10,Set the quarterly financial targets for the business,Define the organization's fundamental purpose and values,List the rules employees must follow at work,Describe the organizational hierarchy
