domain,subdomain,difficulty,description,explanation,hint,calculator,verified,correct,point,choice0,choice1,choice2,choice3
data_literacy,viz,medium,What best describes Chartjunk?,Chartjunk - decorative elements that distract from the data.,,,,2,15,the range a sample estimate is expected to vary,the level of detail captured in the data,decorative elements that distract from the data,one variable directly producing a change in another
data_literacy,statistics,medium,What best describes Percentile?,Percentile - the value below which a given percent of data falls.,,,,0,15,the value below which a given percent of data falls,a sample where each member has equal chance of selection,two different y-axes implying a false relationship,a distribution with two peaks
data_literacy,statistics,medium,What best describes Mean vs median?,Mean vs median - comparing centre measures to judge skew.,,,,0,15,comparing centre measures to judge skew,so many points overlap the pattern is hidden,the accuracy and consistency of data over its life,an unconsidered variable affecting the result
data_literacy,relationships,medium,What best describes Negative correlation?,Negative correlation - as one variable rises the other falls.,,,,1,15,one variable directly producing a change in another,as one variable rises the other falls,so many points overlap the pattern is hidden,the level of detail captured in the data
data_literacy,quality,medium,What best describes Metadata?,Metadata - data that describes other data.,,,,2,15,showing only data that supports a conclusion,one variable directly producing a change in another,data that describes other data,the typical distance of values from the mean
data_literacy,viz,medium,What best describes Misleading axis?,Misleading axis - an axis truncated or scaled to exaggerate differences.,,,,3,15,two variables rising together,a sample where each member has equal chance of selection,a symmetric bell-shaped distribution,an axis truncated or scaled to exaggerate differences
data_literacy,viz,medium,Which of these is an example of Misleading axis?,a y-axis starting at 90 not 0 is an example of Misleading axis.,,,,2,15,3-D effects on a bar chart,the dose given in a trial,a y-axis starting at 90 not 0,the mean age of all citizens
data_literacy,statistics,medium,Which of these is an example of Normal distribution?,natural heights of adults is an example of Normal distribution.,,,,2,15,a source-to-report trail,the 90th percentile of incomes,natural heights of adults,spread of measurement errors
data_literacy,viz,medium,Which of these is an example of Overplotting?,a dense scatter blob is an example of Overplotting.,,,,3,15,the 25th percentile,weather affecting a sales study,a source-to-report trail,a dense scatter blob
data_literacy,statistics,medium,Which term means: comparing centre measures to judge skew?,That describes Mean vs median.,,,,1,15,Margin of error,Mean vs median,Population mean,Quartile
data_literacy,relationships,medium,Which of these is an example of Independent variable?,the dose given in a trial is an example of Independent variable.,,,,0,15,the dose given in a trial,records unchanged by errors,scaling scores to 0-1,the mean age of 200 surveyed
data_literacy,statistics,medium,What best describes Margin of error?,Margin of error - the range a sample estimate is expected to vary.,,,,1,15,a distribution with two peaks,the range a sample estimate is expected to vary,data that describes other data,the average across an entire population
data_literacy,relationships,medium,Which term means: as one variable rises the other falls?,That describes Negative correlation.,,,,3,15,Causation,Metadata,Skewness,Negative correlation
data_literacy,relationships,medium,Which term means: one variable directly producing a change in another?,That describes Causation.,,,,3,15,Chartjunk,Spurious correlation,Misleading axis,Causation
data_literacy,statistics,medium,What best describes Quartile?,Quartile - a value dividing sorted data into four equal parts.,,,,1,15,a systematic error that skews results in one direction,a value dividing sorted data into four equal parts,the record of where data came from and how it changed,data that describes other data
data_literacy,quality,medium,Which of these is an example of Aggregation?,totalling daily sales into months is an example of Aggregation.,,,,2,15,a dense scatter blob,height and shoe size,totalling daily sales into months,the 25th percentile
data_literacy,statistics,medium,Which term means: the range a sample estimate is expected to vary?,That describes Margin of error.,,,,2,15,Data granularity,Misleading axis,Margin of error,Data integrity
data_literacy,quality,medium,What best describes Normalisation of scale?,Normalisation of scale - rescaling values to a common range.,,,,2,15,a correlation with no real causal link,a systematic error that skews results in one direction,rescaling values to a common range,combining detailed data into summary figures
data_literacy,statistics,medium,Which of these is an example of Bimodal distribution?,heights of a mixed-age group is an example of Bimodal distribution.,,,,1,15,the mean age of 200 surveyed,heights of a mixed-age group,daily versus yearly totals,a score 2 SDs above average
data_literacy,statistics,medium,What best describes Bimodal distribution?,Bimodal distribution - a distribution with two peaks.,,,,1,15,combining detailed data into summary figures,a distribution with two peaks,an axis truncated or scaled to exaggerate differences,a symmetric bell-shaped distribution
data_literacy,statistics,medium,Which of these is an example of Quartile?,the 25th percentile is an example of Quartile.,,,,2,15,a long right tail of incomes,age affecting both income and health,the 25th percentile,a score 2 SDs above average
data_literacy,quality,medium,What best describes Data granularity?,Data granularity - the level of detail captured in the data.,,,,1,15,the spread of the middle 50% of the data,the level of detail captured in the data,two different y-axes implying a false relationship,as one variable rises the other falls
data_literacy,relationships,medium,What best describes Dependent variable?,Dependent variable - the variable measured as the outcome.,,,,1,15,two variables rising together,the variable measured as the outcome,showing only data that supports a conclusion,the average across an entire population
data_literacy,statistics,medium,Which term means: a distribution with two peaks?,That describes Bimodal distribution.,,,,1,15,Z-score,Bimodal distribution,Sample mean,Metadata
data_literacy,statistics,medium,What best describes Skewness?,Skewness - the degree of asymmetry in a distribution.,,,,0,15,the degree of asymmetry in a distribution,the range a sample estimate is expected to vary,two variables rising together,the accuracy and consistency of data over its life
data_literacy,statistics,medium,Which of these is an example of Skewness?,a long right tail of incomes is an example of Skewness.,,,,0,15,a long right tail of incomes,"price up, demand down",age affecting both income and health,names drawn from a hat
data_literacy,quality,medium,Which of these is an example of Bias?,only surveying happy customers is an example of Bias.,,,,3,15,weather affecting a sales study,the mean age of 200 surveyed,the dose given in a trial,only surveying happy customers
data_literacy,statistics,medium,Which of these is an example of Population mean?,the mean age of all citizens is an example of Population mean.,,,,3,15,the 90th percentile of incomes,totalling daily sales into months,only surveying happy customers,the mean age of all citizens
data_literacy,statistics,medium,Which term means: the average computed from a sample?,That describes Sample mean.,,,,2,15,Data integrity,Misleading axis,Sample mean,Dependent variable
data_literacy,relationships,medium,What best describes Spurious correlation?,Spurious correlation - a correlation with no real causal link.,,,,2,15,decorative elements that distract from the data,the range a sample estimate is expected to vary,a correlation with no real causal link,rescaling values to a common range
data_literacy,relationships,medium,Which of these is an example of Negative correlation?,"price up, demand down is an example of Negative correlation.",,,,0,15,"price up, demand down",a y-axis starting at 90 not 0,height and shoe size,a column's name and type
data_literacy,statistics,medium,Which of these is an example of Interquartile range?,Q3 minus Q1 is an example of Interquartile range.,,,,1,15,totalling daily sales into months,Q3 minus Q1,"price up, demand down",a column's name and type
data_literacy,statistics,medium,Which term means: the degree of asymmetry in a distribution?,That describes Skewness.,,,,1,15,Bias,Skewness,Spurious correlation,Lurking variable
data_literacy,viz,medium,Which term means: an axis truncated or scaled to exaggerate differences?,That describes Misleading axis.,,,,3,15,Variance,Dual-axis trap,Normalisation of scale,Misleading axis
data_literacy,viz,medium,Which of these is an example of Chartjunk?,3-D effects on a bar chart is an example of Chartjunk.,,,,2,15,only surveying happy customers,the mean age of all citizens,3-D effects on a bar chart,a dense scatter blob
data_literacy,relationships,medium,Which of these is an example of Positive correlation?,height and shoe size is an example of Positive correlation.,,,,1,15,Q3 minus Q1,height and shoe size,heat causing ice to melt,scaling scores to 0-1
data_literacy,statistics,medium,Which term means: a value dividing sorted data into four equal parts?,That describes Quartile.,,,,2,15,Lurking variable,Sample mean,Quartile,Z-score
data_literacy,statistics,medium,Which of these is an example of Percentile?,the 90th percentile of incomes is an example of Percentile.,,,,3,15,the 25th percentile,a long right tail of incomes,daily versus yearly totals,the 90th percentile of incomes
data_literacy,quality,medium,Which term means: the record of where data came from and how it changed?,That describes Data lineage.,,,,3,15,Data granularity,Normalisation of scale,Interquartile range,Data lineage
data_literacy,statistics,medium,What best describes Standard deviation?,Standard deviation - the typical distance of values from the mean.,,,,0,15,the typical distance of values from the mean,the variable measured as the outcome,a correlation with no real causal link,the average computed from a sample
data_literacy,statistics,medium,Which of these is an example of Random sample?,names drawn from a hat is an example of Random sample.,,,,1,15,height and shoe size,names drawn from a hat,a score 2 SDs above average,totalling daily sales into months
data_literacy,quality,medium,Which of these is an example of Data granularity?,daily versus yearly totals is an example of Data granularity.,,,,2,15,scaling scores to 0-1,plus or minus 3 percent,daily versus yearly totals,3-D effects on a bar chart
data_literacy,statistics,medium,Which of these is an example of Margin of error?,plus or minus 3 percent is an example of Margin of error.,,,,3,15,heat causing ice to melt,ice-cream sales and drownings,a long right tail of incomes,plus or minus 3 percent
data_literacy,viz,medium,Which of these is an example of Cherry-picking?,plotting only the good months is an example of Cherry-picking.,,,,1,15,the 90th percentile of incomes,plotting only the good months,the 25th percentile,names drawn from a hat
data_literacy,statistics,medium,Which term means: a sample where each member has equal chance of selection?,That describes Random sample.,,,,1,15,Z-score,Random sample,Data granularity,Bimodal distribution
data_literacy,relationships,medium,What best describes Independent variable?,Independent variable - the variable that is changed or controlled.,,,,3,15,decorative elements that distract from the data,as one variable rises the other falls,the level of detail captured in the data,the variable that is changed or controlled
data_literacy,relationships,medium,Which of these is an example of Confounding variable?,age affecting both income and health is an example of Confounding variable.,,,,3,15,ice-cream sales and drownings,scaling scores to 0-1,spread of measurement errors,age affecting both income and health
data_literacy,relationships,medium,Which of these is an example of Dependent variable?,the recovery rate observed is an example of Dependent variable.,,,,0,15,the recovery rate observed,a y-axis starting at 90 not 0,the 25th percentile,natural heights of adults
data_literacy,relationships,medium,Which term means: a hidden factor influencing both variables studied?,That describes Confounding variable.,,,,3,15,Random sample,Overplotting,Spurious correlation,Confounding variable
data_literacy,viz,medium,What best describes Dual-axis trap?,Dual-axis trap - two different y-axes implying a false relationship.,,,,1,15,a hidden factor influencing both variables studied,two different y-axes implying a false relationship,comparing centre measures to judge skew,the degree of asymmetry in a distribution
