domain,subdomain,difficulty,description,explanation,hint,calculator,verified,correct,point,choice0,choice1,choice2,choice3
spreadsheets,data,beginner,Why should a data table have a single header row?,"A single header row names each column so sorting, filtering and lookups can identify the fields.",,,,1,5,To make the file smaller,So each column has a name that features like sorting and filtering can use,Because formulas cannot read the first row,To stop the data being edited
spreadsheets,data,beginner,What happens to your data when you sort only one column of a table?,"Sorting one column alone moves its values while the other columns stay put, so the rows no longer line up.",Think about whether the other columns move too.,,,0,5,"The rows stop matching, because the other columns do not move","Nothing, the whole table always moves together",The other columns are deleted,The sort is refused by the spreadsheet
spreadsheets,data,beginner,What does a filter do to a list of data?,"A filter temporarily hides the rows that do not match your criteria, leaving the data itself intact.",,,,3,5,Deletes rows that do not match,Copies matching rows to a new sheet,Sorts the rows into order,Temporarily hides rows that do not match
spreadsheets,functions,beginner,What does =TODAY() return?,"TODAY returns the current date, and it updates itself each time the sheet recalculates.",,,,0,5,The current date,The date the file was created,The current date and time as text,The number of days in the month
spreadsheets,functions,beginner,"What does =LEN(""basket"") return?","LEN counts the characters in a piece of text, and basket has 6.",,,,1,5,1,6,7,5
spreadsheets,functions,beginner,"What does =UPPER(""total"") return?",UPPER converts text to capital letters.,,,,2,5,"""Total""","""total""","""TOTAL""",An error
spreadsheets,functions,beginner,"What does the CONCATENATE function, or the & operator, do?",Both join pieces of text together into one string.,,,,0,5,Joins pieces of text into one,Adds numbers together,Splits text into separate cells,Removes duplicate text
spreadsheets,functions,beginner,"What does =ROUND(3.456, 1) return?","The second argument is the number of decimal places to keep, so 3.456 rounds to 3.5.",,,,3,5,3,3.46,4,3.5
spreadsheets,errors,beginner,What does the error #DIV/0! mean?,The formula tried to divide by zero or by an empty cell.,,,,1,5,A cell reference was deleted,The formula divided by zero or an empty cell,The function name was misspelled,The value is too large to display
spreadsheets,errors,beginner,What does the error #NAME? usually mean?,"The spreadsheet does not recognise something in the formula, most often a misspelled function name.",,,,0,5,A function name is misspelled or unknown,The file has not been saved,Two sheets have the same name,A number was entered as text
spreadsheets,errors,beginner,What does the error #REF! mean?,"The formula points at a cell that no longer exists, usually because its row, column or sheet was deleted.",,,,2,5,The formula is too long,A number is formatted incorrectly,The formula refers to a cell that no longer exists,Two formulas depend on each other
spreadsheets,navigation,beginner,What does freezing the top row of a sheet do?,"The frozen row stays visible while the rest of the sheet scrolls, keeping the headers in view.",,,,1,5,Stops the row being edited,Keeps the row visible while the rest scrolls,Sorts the row alphabetically,Copies the row to every sheet
spreadsheets,navigation,beginner,What does the reference Sheet2!A1 mean?,"An exclamation mark separates the sheet name from the cell, so this reads cell A1 on Sheet2.",,,,0,5,Cell A1 on the sheet named Sheet2,The second cell in column A1,A warning attached to cell A1,Cell A1 copied into Sheet2
spreadsheets,basics,beginner,What is the difference between a workbook and a worksheet?,A workbook is the whole file; a worksheet is one grid of cells inside it.,,,,2,5,They are the same thing,A worksheet contains several workbooks,"A workbook is the file, a worksheet is one sheet inside it",A workbook can only ever hold one worksheet
spreadsheets,basics,beginner,Why does a number typed with a leading apostrophe behave differently?,"The apostrophe forces the entry to be stored as text, so it will not take part in arithmetic.",,,,3,5,It is stored as a negative number,It is rounded to the nearest whole number,It is hidden from view,It is stored as text rather than a number
spreadsheets,formulas,beginner,What does =A1+A2+A3 do that =SUM(A1:A3) also does?,Both add the three cells. SUM is preferred because it survives inserting rows inside the range.,,,,0,5,"Both add the three values, but SUM adapts better to inserted rows",Only the first works with decimals,Only the second works with negative numbers,They give different totals
spreadsheets,formulas,beginner,What appears in a cell if you type SUM(A1:A5) without the leading equals sign?,"Without the equals sign the entry is not a formula, so the literal text is shown.",,,,1,5,The total of A1 to A5,The literal text SUM(A1:A5),A #NAME? error,An empty cell
spreadsheets,data,beginner,What is the safest way to keep the number 007 looking like 007?,"Formatting the cell as text preserves the leading zeros, which a number format would strip.",,,,2,5,Type it in bold,Add a space before it,Format the cell as text before typing,Type it as 7 and widen the column
spreadsheets,functions,beginner,"What does =COUNTIF(A1:A10, "">5"") return?","COUNTIF counts only the cells in the range that satisfy the condition, here values greater than 5.",,,,0,5,How many cells hold a value greater than 5,The sum of the values greater than 5,The largest value greater than 5,"How many cells hold exactly the text "">5"""
spreadsheets,functions,beginner,"What does =SUMIF(A1:A10, "">100"") return?",SUMIF adds only the values in the range that meet the condition.,,,,3,5,How many values exceed 100,The average of values over 100,The largest value over 100,The total of the values over 100
spreadsheets,formatting,beginner,What does conditional formatting do?,"It changes how a cell looks based on rules about its value, for example shading negative numbers red.",,,,1,5,Locks cells that meet a condition,Changes a cells appearance based on rules about its value,Hides cells that meet a condition,Converts values that meet a condition into text
spreadsheets,formatting,beginner,What does merging cells do?,"Merging combines several cells into one larger cell, which is useful for titles but often awkward for data tables.",,,,0,5,Combines several cells into one larger cell,Adds the values of the cells together,Copies the first cell into all the others,Locks the cells against editing
spreadsheets,data,beginner,Why is one record per row and one field per column the recommended layout?,"This tabular shape is what sorting, filtering, lookups and pivot tables all expect.",,,,2,5,It makes the file smaller,It is the only layout that can be printed,"Sorting, filtering, lookups and pivot tables all assume it",It prevents formulas from breaking when saved
spreadsheets,functions,beginner,"What does =IF(A1>10, ""high"", ""low"") put in the cell?",IF tests the condition and returns the second argument when it is true and the third when it is false.,,,,0,5,"high when A1 is over 10, otherwise low",Always the text high,The value of A1 if it is over 10,TRUE or FALSE
spreadsheets,navigation,beginner,What does pressing Ctrl and Z do?,Ctrl and Z undoes the most recent action.,,,,1,5,Saves the file,Undoes the last action,Zooms in,Closes the workbook
spreadsheets,basics,beginner,What does it mean that a spreadsheet recalculates automatically?,"When a cell changes, every formula that depends on it updates straight away without being re-entered.",,,,3,5,The file saves itself at intervals,Formulas are converted to fixed values,Rounding is applied to every result,Dependent formulas update as soon as a value changes
spreadsheets,printing,beginner,What does setting a print area do?,It limits printing to the range you chose rather than the whole used sheet.,,,,0,5,Prints only the range you selected,Deletes everything outside the range,Locks the range against editing,Fits the whole sheet onto one page
spreadsheets,basics,beginner,What is the difference between a value and a formula in a cell?,A value is typed data that stays as it is; a formula computes its result from other cells and updates when they change.,,,,2,5,There is no difference,A formula can only hold text,"A value is fixed, a formula computes a result that can change","A value updates automatically, a formula does not"
