domain,subdomain,difficulty,description,explanation,hint,calculator,verified,correct,point,choice0,choice1,choice2,choice3
data_query,window,hard,What best describes LEAD?,LEAD - reads a value from a following row.,,,,1,20,a cumulative sum across ordered rows,reads a value from a following row,multiple CTEs each building on the last,turning row values into columns
data_query,window,hard,Which of these is an example of Window function?,running totals per row is an example of Window function.,,,,0,20,running totals per row,spotting a sequential scan,month columns into rows,LAG(sales) OVER (ORDER BY day)
data_query,window,hard,Which of these is an example of NTILE?,NTILE(4) OVER (...) is an example of NTILE.,,,,0,20,NTILE(4) OVER (...),"WITH a AS (...), b AS (...)",DENSE_RANK() OVER (...),spotting a sequential scan
data_query,logic,hard,Which term means: updating rows based on a CASE or join?,That describes Conditional update.,,,,2,20,Index hint,Moving average,Conditional update,Cumulative distribution
data_query,window,hard,What best describes PARTITION BY?,PARTITION BY - splits rows into groups for a window function.,,,,1,20,a condition that can use an index,splits rows into groups for a window function,interpreting how the engine runs a query,a CTE whose result is computed once and reused
data_query,subqueries,hard,Which of these is an example of Lateral join?,JOIN LATERAL (SELECT ...) is an example of Lateral join.,,,,3,20,FIRST_VALUE(price) OVER (...),running totals per row,month columns into rows,JOIN LATERAL (SELECT ...)
data_query,cte,hard,Which term means: multiple CTEs each building on the last?,That describes Chained CTEs.,,,,0,20,Chained CTEs,CTE,RANK,FIRST_VALUE
data_query,window,hard,Which of these is an example of RANK?,RANK() OVER (ORDER BY score) is an example of RANK.,,,,3,20,forcing an index scan,running totals per row,JOIN LATERAL (SELECT ...),RANK() OVER (ORDER BY score)
data_query,window,hard,Which term means: an average over a sliding window of rows?,That describes Moving average.,,,,1,20,ROLLUP,Moving average,Sargable predicate,DENSE_RANK
data_query,logic,hard,What best describes PIVOT?,PIVOT - turning row values into columns.,,,,0,20,turning row values into columns,splits rows into groups for a window function,reads a value from a following row,reads a value from a previous row
data_query,logic,hard,Which term means: computing aggregates for all grouping combinations?,That describes CUBE.,,,,2,20,Cumulative distribution,Running total,CUBE,ROW_NUMBER
data_query,dml,hard,Which term means: inserting or updating on a key conflict?,That describes UPSERT.,,,,2,20,LEAD,Query plan reading,UPSERT,Moving average
data_query,perf,hard,Which of these is an example of Index hint?,forcing an index scan is an example of Index hint.,,,,1,20,WHERE id = 5 not WHERE f(id) = 5,forcing an index scan,INSERT ... ON CONFLICT DO UPDATE,INSERT ... RETURNING id
data_query,perf,hard,Which term means: answering a query from an index alone?,That describes Index-only scan.,,,,2,20,LEAD,ROLLUP,Index-only scan,N+1 query problem
data_query,cte,hard,What best describes CTE?,CTE - a named temporary result defined with WITH.,,,,2,20,defines the window a function operates on,splits rows into a number of buckets,a named temporary result defined with WITH,inserting or updating on a key conflict
data_query,window,hard,What best describes OVER clause?,OVER clause - defines the window a function operates on.,,,,0,20,defines the window a function operates on,computing aggregates for all grouping combinations,ranks rows with no gaps after ties,answering a query from an index alone
data_query,logic,hard,Which term means: computing several groupings in one query?,That describes GROUPING SETS.,,,,2,20,Moving average,OVER clause,GROUPING SETS,Running total
data_query,dml,hard,What best describes Returning clause?,Returning clause - returning affected rows from a write.,,,,0,20,returning affected rows from a write,answering a query from an index alone,splits rows into groups for a window function,interpreting how the engine runs a query
data_query,window,hard,Which term means: the relative rank of a value in a window?,That describes Cumulative distribution.,,,,0,20,Cumulative distribution,MERGE,CUBE,UPSERT
data_query,dml,hard,"Which term means: combining insert, update and delete by match?",That describes MERGE.,,,,3,20,ROW_NUMBER,RANK,Conditional update,MERGE
data_query,window,hard,What best describes ROW_NUMBER?,ROW_NUMBER - assigns a unique sequential number per row.,,,,2,20,"combining insert, update and delete by match",splits rows into a number of buckets,assigns a unique sequential number per row,a CTE that references itself to traverse hierarchies
data_query,window,hard,What best describes LAG?,LAG - reads a value from a previous row.,,,,2,20,introduces one or more CTEs,turning columns into rows,reads a value from a previous row,a CTE that references itself to traverse hierarchies
data_query,window,hard,What best describes FIRST_VALUE?,FIRST_VALUE - returns the first value in the window.,,,,0,20,returns the first value in the window,a CTE whose result is computed once and reused,splits rows into a number of buckets,defines the window a function operates on
data_query,cte,hard,What best describes Recursive CTE?,Recursive CTE - a CTE that references itself to traverse hierarchies.,,,,3,20,a calculation across a set of related rows,guiding the optimiser to use an index,splits rows into a number of buckets,a CTE that references itself to traverse hierarchies
data_query,perf,hard,What best describes N+1 query problem?,N+1 query problem - running one query per row instead of a join.,,,,0,20,running one query per row instead of a join,reads a value from a following row,a named temporary result defined with WITH,a CTE that references itself to traverse hierarchies
data_query,logic,hard,What best describes Conditional update?,Conditional update - updating rows based on a CASE or join.,,,,3,20,"combining insert, update and delete by match",turning row values into columns,computing aggregates for all grouping combinations,updating rows based on a CASE or join
data_query,cte,hard,Which term means: a named temporary result defined with WITH?,That describes CTE.,,,,2,20,CUBE,GROUPING SETS,CTE,Index hint
data_query,logic,hard,Which of these is an example of ROLLUP?,"GROUP BY ROLLUP (year, month) is an example of ROLLUP.",,,,3,20,running totals per row,"GROUP BY CUBE (a, b)",spotting a sequential scan,"GROUP BY ROLLUP (year, month)"
data_query,dml,hard,Which term means: returning affected rows from a write?,That describes Returning clause.,,,,1,20,Window function,Returning clause,LEAD,WITH clause
data_query,dml,hard,Which of these is an example of MERGE?,MERGE INTO target USING source is an example of MERGE.,,,,2,20,AVG over the last 7 rows,no table access needed,MERGE INTO target USING source,ROW_NUMBER() OVER (ORDER BY x)
data_query,logic,hard,Which term means: turning row values into columns?,That describes PIVOT.,,,,1,20,Moving average,PIVOT,GROUPING SETS,Cumulative distribution
data_query,window,hard,Which term means: defines which rows around the current one are included?,That describes FRAME clause.,,,,0,20,FRAME clause,Materialised CTE,PIVOT,OVER clause
data_query,window,hard,What best describes FRAME clause?,FRAME clause - defines which rows around the current one are included.,,,,1,20,splits rows into a number of buckets,defines which rows around the current one are included,computing several groupings in one query,"ranks rows, leaving gaps after ties"
data_query,dml,hard,What best describes MERGE?,"MERGE - combining insert, update and delete by match.",,,,0,20,"combining insert, update and delete by match",returns the first value in the window,reads a value from a following row,defines which rows around the current one are included
data_query,window,hard,What best describes RANK?,"RANK - ranks rows, leaving gaps after ties.",,,,2,20,reads a value from a following row,a CTE whose result is computed once and reused,"ranks rows, leaving gaps after ties","combining insert, update and delete by match"
data_query,perf,hard,What best describes Index hint?,Index hint - guiding the optimiser to use an index.,,,,1,20,an average over a sliding window of rows,guiding the optimiser to use an index,reads a value from a following row,defines which rows around the current one are included
data_query,window,hard,Which of these is an example of FRAME clause?,ROWS BETWEEN 6 PRECEDING AND CURRENT ROW is an example of FRAME clause.,,,,3,20,WITH recent AS (SELECT ...),rows of months into month columns,walking an org chart,ROWS BETWEEN 6 PRECEDING AND CURRENT ROW
data_query,logic,hard,What best describes CUBE?,CUBE - computing aggregates for all grouping combinations.,,,,0,20,computing aggregates for all grouping combinations,multiple CTEs each building on the last,defines which rows around the current one are included,turning columns into rows
data_query,cte,hard,Which term means: introduces one or more CTEs?,That describes WITH clause.,,,,3,20,FRAME clause,CUBE,LEAD,WITH clause
data_query,window,hard,Which of these is an example of Cumulative distribution?,CUME_DIST() OVER (...) is an example of Cumulative distribution.,,,,3,20,INSERT ... RETURNING id,rows of months into month columns,AVG over the last 7 rows,CUME_DIST() OVER (...)
data_query,window,hard,Which term means: returns the first value in the window?,That describes FIRST_VALUE.,,,,0,20,FIRST_VALUE,Running total,UNPIVOT,Lateral join
data_query,subqueries,hard,What best describes Lateral join?,Lateral join - a subquery that references the row being joined.,,,,2,20,computing aggregates for all grouping combinations,assigns a unique sequential number per row,a subquery that references the row being joined,reads a value from a previous row
data_query,logic,hard,Which of these is an example of GROUPING SETS?,totals by region and by product is an example of GROUPING SETS.,,,,0,20,totals by region and by product,running totals per row,INSERT ... RETURNING id,OVER (PARTITION BY dept)
data_query,window,hard,What best describes NTILE?,NTILE - splits rows into a number of buckets.,,,,3,20,turning row values into columns,inserting or updating on a key conflict,"combining insert, update and delete by match",splits rows into a number of buckets
data_query,logic,hard,Which term means: adding subtotal and grand-total rows?,That describes ROLLUP.,,,,2,20,LEAD,UNPIVOT,ROLLUP,WITH clause
data_query,window,hard,Which of these is an example of LEAD?,LEAD(sales) OVER (ORDER BY day) is an example of LEAD.,,,,1,20,forcing an index scan,LEAD(sales) OVER (ORDER BY day),LAG(sales) OVER (ORDER BY day),running totals per row
data_query,window,hard,Which term means: reads a value from a following row?,That describes LEAD.,,,,1,20,Sargable predicate,LEAD,ROW_NUMBER,GROUPING SETS
data_query,window,hard,Which of these is an example of OVER clause?,SUM(x) OVER (...) is an example of OVER clause.,,,,1,20,rows of months into month columns,SUM(x) OVER (...),CUME_DIST() OVER (...),RANK() OVER (ORDER BY score)
data_query,perf,hard,What best describes Materialised CTE?,Materialised CTE - a CTE whose result is computed once and reused.,,,,0,20,a CTE whose result is computed once and reused,a condition that can use an index,assigns a unique sequential number per row,computing several groupings in one query
data_query,window,hard,Which term means: a cumulative sum across ordered rows?,That describes Running total.,,,,0,20,Running total,Returning clause,Cumulative distribution,CTE
data_query,window,hard,Which term means: splits rows into groups for a window function?,That describes PARTITION BY.,,,,0,20,PARTITION BY,LEAD,ROW_NUMBER,CTE
data_query,logic,hard,Which of these is an example of Conditional update?,UPDATE ... SET x = CASE ... is an example of Conditional update.,,,,2,20,an optimisation fence,"GROUP BY CUBE (a, b)",UPDATE ... SET x = CASE ...,running totals per row
data_query,window,hard,Which term means: ranks rows with no gaps after ties?,That describes DENSE_RANK.,,,,1,20,Query plan reading,DENSE_RANK,Lateral join,Sargable predicate
data_query,window,hard,What best describes Cumulative distribution?,Cumulative distribution - the relative rank of a value in a window.,,,,0,20,the relative rank of a value in a window,updating rows based on a CASE or join,reads a value from a previous row,answering a query from an index alone
data_query,window,hard,Which of these is an example of LAG?,LAG(sales) OVER (ORDER BY day) is an example of LAG.,,,,2,20,"GROUP BY ROLLUP (year, month)",UPDATE ... SET x = CASE ...,LAG(sales) OVER (ORDER BY day),"WITH a AS (...), b AS (...)"
data_query,cte,hard,Which term means: a CTE that references itself to traverse hierarchies?,That describes Recursive CTE.,,,,0,20,Recursive CTE,MERGE,CUBE,ROLLUP
data_query,perf,hard,Which term means: interpreting how the engine runs a query?,That describes Query plan reading.,,,,3,20,Sargable predicate,Cumulative distribution,UPSERT,Query plan reading
data_query,window,hard,What best describes Window function?,Window function - a calculation across a set of related rows.,,,,0,20,a calculation across a set of related rows,answering a query from an index alone,"ranks rows, leaving gaps after ties",running one query per row instead of a join
data_query,logic,hard,What best describes GROUPING SETS?,GROUPING SETS - computing several groupings in one query.,,,,0,20,computing several groupings in one query,introduces one or more CTEs,multiple CTEs each building on the last,a subquery that references the row being joined
data_query,logic,hard,What best describes ROLLUP?,ROLLUP - adding subtotal and grand-total rows.,,,,0,20,adding subtotal and grand-total rows,inserting or updating on a key conflict,the relative rank of a value in a window,splits rows into groups for a window function
data_query,perf,hard,What best describes Index-only scan?,Index-only scan - answering a query from an index alone.,,,,0,20,answering a query from an index alone,splits rows into groups for a window function,splits rows into a number of buckets,assigns a unique sequential number per row
data_query,window,hard,Which of these is an example of Moving average?,AVG over the last 7 rows is an example of Moving average.,,,,3,20,month columns into rows,"WITH a AS (...), b AS (...)","GROUP BY CUBE (a, b)",AVG over the last 7 rows
data_query,perf,hard,Which of these is an example of Query plan reading?,spotting a sequential scan is an example of Query plan reading.,,,,3,20,an optimisation fence,NTILE(4) OVER (...),LAG(sales) OVER (ORDER BY day),spotting a sequential scan
data_query,cte,hard,What best describes Chained CTEs?,Chained CTEs - multiple CTEs each building on the last.,,,,2,20,a named temporary result defined with WITH,a condition that can use an index,multiple CTEs each building on the last,reads a value from a previous row
data_query,window,hard,Which of these is an example of DENSE_RANK?,DENSE_RANK() OVER (...) is an example of DENSE_RANK.,,,,2,20,INSERT ... ON CONFLICT DO UPDATE,month columns into rows,DENSE_RANK() OVER (...),a query inside a loop
data_query,window,hard,Which term means: a calculation across a set of related rows?,That describes Window function.,,,,1,20,UPSERT,Window function,WITH clause,Query plan reading
data_query,cte,hard,Which of these is an example of CTE?,WITH recent AS (SELECT ...) is an example of CTE.,,,,0,20,WITH recent AS (SELECT ...),JOIN LATERAL (SELECT ...),INSERT ... RETURNING id,month columns into rows
data_query,logic,hard,What best describes UNPIVOT?,UNPIVOT - turning columns into rows.,,,,1,20,adding subtotal and grand-total rows,turning columns into rows,a subquery that references the row being joined,computing several groupings in one query
data_query,perf,hard,Which term means: a CTE whose result is computed once and reused?,That describes Materialised CTE.,,,,0,20,Materialised CTE,N+1 query problem,LAG,CTE
data_query,perf,hard,Which of these is an example of Index-only scan?,no table access needed is an example of Index-only scan.,,,,2,20,a query inside a loop,"WITH a AS (...), b AS (...)",no table access needed,rows of months into month columns
data_query,cte,hard,Which of these is an example of WITH clause?,"WITH a AS (...), b AS (...) is an example of WITH clause.",,,,3,20,staging then summarising,SUM(x) OVER (ORDER BY day),no table access needed,"WITH a AS (...), b AS (...)"
data_query,logic,hard,Which of these is an example of PIVOT?,rows of months into month columns is an example of PIVOT.,,,,1,20,JOIN LATERAL (SELECT ...),rows of months into month columns,ROWS BETWEEN 6 PRECEDING AND CURRENT ROW,"WITH a AS (...), b AS (...)"
data_query,window,hard,Which term means: splits rows into a number of buckets?,That describes NTILE.,,,,1,20,PARTITION BY,NTILE,Sargable predicate,Running total
data_query,dml,hard,Which of these is an example of UPSERT?,INSERT ... ON CONFLICT DO UPDATE is an example of UPSERT.,,,,0,20,INSERT ... ON CONFLICT DO UPDATE,DENSE_RANK() OVER (...),UPDATE ... SET x = CASE ...,OVER (PARTITION BY dept)
data_query,cte,hard,Which of these is an example of Recursive CTE?,walking an org chart is an example of Recursive CTE.,,,,0,20,walking an org chart,INSERT ... RETURNING id,NTILE(4) OVER (...),CUME_DIST() OVER (...)
data_query,window,hard,"Which term means: ranks rows, leaving gaps after ties?",That describes RANK.,,,,2,20,ROLLUP,ROW_NUMBER,RANK,Index hint
data_query,window,hard,What best describes Moving average?,Moving average - an average over a sliding window of rows.,,,,1,20,inserting or updating on a key conflict,an average over a sliding window of rows,a subquery that references the row being joined,reads a value from a following row
data_query,perf,hard,Which term means: guiding the optimiser to use an index?,That describes Index hint.,,,,2,20,DENSE_RANK,ROW_NUMBER,Index hint,MERGE
data_query,window,hard,What best describes DENSE_RANK?,DENSE_RANK - ranks rows with no gaps after ties.,,,,1,20,a named temporary result defined with WITH,ranks rows with no gaps after ties,a CTE that references itself to traverse hierarchies,"combining insert, update and delete by match"
