domain,subdomain,difficulty,description,explanation,hint,calculator,verified,correct,point,choice0,choice1,choice2,choice3
spreadsheets,charts,easy,Which chart type is best for showing how a value changes over time?,A line chart shows a trend across an ordered time axis clearly.,,,,2,10,A pie chart,A stacked bar chart,A line chart,A doughnut chart
spreadsheets,charts,easy,Why are pie charts often a poor choice?,"People judge angles and areas badly, so differences between similar slices are hard to read, especially with many categories.",,,,1,10,They cannot show percentages,Similar slice sizes are hard to compare accurately,They cannot be printed in colour,They only work with two categories
spreadsheets,charts,easy,Why can starting a bar chart axis above zero be misleading?,"Truncating the axis exaggerates the differences between bars, because bar length no longer matches the value.",,,,3,10,It makes the chart harder to print,It hides the axis labels,It reverses the order of the bars,It exaggerates the differences between bars
spreadsheets,functions,easy,"What does =ROUNDUP(4.1, 0) return?","ROUNDUP always rounds away from zero, so 4.1 becomes 5 even though it is nearer 4.",,,,0,10,5,4,4.1,4.5
spreadsheets,functions,easy,What does =ABS(-12) return?,ABS returns the magnitude of a number without its sign.,,,,1,10,-12,12,0,An error
spreadsheets,functions,easy,What does =MEDIAN() return that =AVERAGE() does not?,"The median is the middle value once sorted, so unlike the mean it is barely affected by extreme outliers.",,,,2,10,The most common value,The range of the values,"The middle value, which resists outliers",The total divided by the count
spreadsheets,functions,easy,What does =RANK() tell you about a value?,"RANK reports the position of a value within a list, such as third largest.",,,,0,10,Its position within a list of values,How many times it appears,Its percentage of the total,Whether it is above average
spreadsheets,dates,easy,What is stored behind the scenes when a cell shows a date?,"Dates are stored as serial numbers counting days from a fixed origin, which is why they can be added and subtracted.",,,,3,10,The date as plain text,A special date object that cannot be used in arithmetic,"The day, month and year in three hidden cells",A number counting days from a fixed starting date
spreadsheets,dates,easy,What does subtracting one date cell from another give you?,"Because dates are serial numbers, the difference is a count of days.",,,,1,10,An error,The number of days between them,The later of the two dates,The number of months between them
spreadsheets,errors,easy,What does #N/A mean as the result of a lookup?,The lookup ran correctly but found no matching value.,,,,0,10,No matching value was found,The formula divided by zero,The function name is unknown,The referenced sheet was deleted
spreadsheets,errors,easy,What does the #VALUE! error usually indicate?,"A formula was given the wrong kind of input, such as text where a number was expected.",,,,2,10,A deleted cell reference,A division by zero,"The wrong type of input, such as text where a number is needed",A circular reference
spreadsheets,errors,easy,What is a circular reference?,"A formula that depends, directly or through a chain, on its own cell, so it can never settle on a value.",,,,1,10,Two sheets that reference each other,A formula that depends on its own cell,A reference to a cell in a closed workbook,A range that wraps around the edge of the sheet
spreadsheets,functions,easy,What does =CONCAT() or the & operator do to numbers?,"Joining turns the numbers into text, so the result is characters placed side by side rather than a sum.",,,,0,10,Places them side by side as text,Adds them together,Multiplies them,Returns an error
spreadsheets,data,easy,Why can two visually identical cells fail an equality test?,"One may hold a number and the other the same digits stored as text, or one may carry an invisible trailing space.",,,,3,10,Because equality tests are unreliable,Because one cell is formatted in bold,Because the cells are on different rows,"Because one may be text while the other is a number, or hold hidden spaces"
spreadsheets,functions,easy,"What does =VALUE(""42"") return?",VALUE converts text that looks like a number into an actual number that arithmetic can use.,,,,1,10,"The text ""42""",The number 42,An error,TRUE
spreadsheets,navigation,easy,What does Paste Special with Values only achieve?,"It pastes the results of the copied formulas rather than the formulas themselves, freezing the numbers in place.",,,,0,10,Pastes the results without the underlying formulas,Pastes the formatting only,Pastes the formulas without their results,Pastes a link back to the original cells
spreadsheets,navigation,easy,Why would you paste with Transpose?,"Transpose swaps rows and columns, turning a horizontal layout into a vertical one or the reverse.",,,,2,10,To remove formatting during the paste,To paste only visible cells,To swap rows and columns,To paste into every selected sheet at once
spreadsheets,formatting,easy,What does a custom number format change?,It changes only how the value is displayed. The underlying value stays exactly as stored.,,,,1,10,The stored value and its display,Only how the value is displayed,The formula that produced the value,The data type of the cell permanently
spreadsheets,functions,easy,What does =COUNTBLANK(A1:A20) return?,COUNTBLANK reports how many cells in the range are empty.,,,,3,10,How many cells contain numbers,How many cells contain text,How many cells contain formulas,How many cells are empty
spreadsheets,lookup,easy,Why does a lookup fail when the key is a number in one table and text in another?,"A lookup matches value and type, so the number 100 and the text ""100"" are not considered equal.",,,,0,10,A number and the same digits stored as text are not equal,Lookups can only match text,Lookups always ignore the first row,Numbers are rounded before matching
spreadsheets,data,easy,"What does sorting a table by two levels, such as region then sales, achieve?",The first key orders the rows into groups and the second orders the rows within each group.,,,,2,10,It sorts by whichever column has more values,It sorts the columns rather than the rows,It groups by region and orders sales within each region,It applies two filters at once
spreadsheets,functions,easy,"What does =IF(ISBLANK(A1), ""missing"", A1) return when A1 is empty?","ISBLANK is TRUE for an empty cell, so IF returns its second argument, the text missing.",,,,1,10,The contents of A1,"""missing""",An error,FALSE
