domain,subdomain,difficulty,description,explanation,hint,calculator,verified,correct,point,choice0,choice1,choice2,choice3
math,algebra,easy,"If $9x = 99$, what is $x$?",$x=99\div9=11$.,,,,3,10,12,18,16,11
math,order of operations,easy,What is $4 + 6 \times 3$?,"Multiply first: $6\times3=18$, then $+4=22$.",,,,0,10,22,21,23,30
math,multiplication,easy,"A classroom has 11 rows of 9 desks. How many desks are in the classroom?",Total desks = $11 \times 9 = 99$.,,,,1,10,90,99,100,108
math,algebra,easy,"If $9x = 27$, what is $x$?",$x=27\div9=3$.,,,,2,10,4,8,3,13
math,rounding,easy,Round 58 to the nearest ten.,58 rounds to 60.,,,,2,10,58,50,60,70
math,order of operations,easy,What is $2 + 7 \times 8$?,"Multiply first: $7\times8=56$, then $+2=58$.",,,,1,10,57,58,72,59
math,algebra,easy,"If $4x = 24$, what is $x$?",$x=24\div4=6$.,,,,0,10,6,11,10,4
math,rounding,easy,Round 75 to the nearest ten.,75 rounds to 80.,,,,0,10,80,90,75,70
math,percentages,easy,What is $50\%$ of 26?,$50\%$ of 26 is 13.,,,,0,10,13,20,16,12
math,algebra,easy,"If $3x = 33$, what is $x$?",$x=33\div3=11$.,,,,3,10,10,15,1,11
math,division,easy,"If 40 students are divided equally into 5 groups, how many students are in each group?",$40 \div 5 = 8$ students per group.,,,,0,10,8,9,6,10
math,percentages,easy,What is $25\%$ of 56?,$25\%$ of 56 is 14.,,,,1,10,19,14,12,11
math,algebra,easy,"If $7x = 21$, what is $x$?",$x=21\div7=3$.,,,,3,10,0,6,7,3
math,algebra,easy,"If $x + 2 = 17$, what is $x$?",$x=17-2=15$.,,,,1,10,22,15,25,17
math,rounding,easy,Round 81 to the nearest ten.,81 rounds to 80.,,,,3,10,81,70,90,80
math,multiplication,easy,What is the result of multiplying any number by zero?,The zero property of multiplication: any number times zero equals zero. For example $11 \times 0 = 0$.,,,,1,10,The number itself,Zero,One,Undefined
math,algebra,easy,"If $x + 7 = 27$, what is $x$?",$x=27-7=20$.,,,,3,10,10,30,22,20
math,multiplication,easy,"Which equation shows the distributive property applied to $3 \times (4 + 5)$?","The distributive property: $a \times (b+c) = a \times b + a \times c$. So $3 \times (4+5) = 3 \times 4 + 3 \times 5 = 27$.",,,,0,10,$3 \times 4 + 3 \times 5$,$3 \times 4 \times 5$,$3 + 4 + 5$,$(3+4) \times (3+5)$
math,algebra,easy,"If $3x = 36$, what is $x$?",$x=36\div3=12$.,,,,2,10,15,10,12,2
math,multiplication,easy,"What happens to a whole number when you multiply it by 10?","Multiplying by 10 shifts all digits one place left, equivalent to appending a zero. E.g. $3 \times 10 = 30$.",,,,3,10,The number doubles,The number is halved,The number is squared,A zero is appended to the right of the number
math,algebra,easy,"If $4x = 16$, what is $x$?",$x=16\div4=4$.,,,,0,10,4,11,9,14
math,percentages,easy,What is $25\%$ of 76?,$25\%$ of 76 is 19.,,,,0,10,19,14,22,23
math,rounding,easy,Round 83 to the nearest ten.,83 rounds to 80.,,,,2,10,90,70,80,83
math,algebra,easy,"If $x + 7 = 11$, what is $x$?",$x=11-7=4$.,,,,0,10,4,5,8,6
math,order of operations,easy,What is $4 + 3 \times 4$?,"Multiply first: $3\times4=12$, then $+4=16$.",,,,2,10,28,15,16,17
math,algebra,easy,"If $2x = 14$, what is $x$?",$x=14\div2=7$.,,,,0,10,7,11,6,8
math,algebra,easy,"If $x + 5 = 18$, what is $x$?",$x=18-5=13$.,,,,3,10,11,15,10,13
math,order of operations,easy,What is $1 + 6 \times 9$?,"Multiply first: $6\times9=54$, then $+1=55$.",,,,3,10,63,54,56,55
math,division,easy,What is the Greatest Common Factor (GCF) of 42 and 6?,"The GCF is the largest number dividing both evenly. Factors of 6: 1-2-3-6. GCF = 6.",,,,2,10,2,3,6,7
math,rounding,easy,Round 98 to the nearest ten.,98 rounds to 100.,,,,0,10,100,98,90,110
math,percentages,easy,What is $25\%$ of 16?,$25\%$ of 16 is 4.,,,,2,10,2,14,4,7
math,division,easy,"A baker makes 54 muffins using 9 cups of flour. How many muffins does each cup of flour produce?",$54 \div 9 = 6$ muffins per cup.,,,,3,10,4,5,8,6
math,multiplication,easy,"A parking lot charges 10 dollars per hour. What is the cost for 4 hours?",Total cost = $10 \times 4 = 40$ dollars.,,,,1,10,30 dollars,40 dollars,45 dollars,50 dollars
math,algebra,easy,"If $5x = 45$, what is $x$?",$x=45\div5=9$.,,,,1,10,16,9,6,19
math,exponents,easy,What is $13^2$?,$13^2=169$.,,,,3,10,171,167,166,169
math,algebra,easy,"If $8x = 88$, what is $x$?",$x=88\div8=11$.,,,,2,10,10,12,11,18
math,algebra,easy,"If $x + 7 = 18$, what is $x$?",$x=18-7=11$.,,,,1,10,9,11,1,15
math,order of operations,easy,What is $3 + 6 \times 4$?,"Multiply first: $6\times4=24$, then $+3=27$.",,,,2,10,26,28,27,36
math,rounding,easy,Round 31 to the nearest ten.,31 rounds to 30.,,,,3,10,20,31,40,30
math,multiplication,easy,Which property of multiplication allows you to regroup factors without changing the product?,"The associative property: $(a \times b) \times c = a \times (b \times c)$. The grouping changes but the product stays the same.",,,,2,10,Commutative property,Distributive property,Associative property,Identity property
math,algebra,easy,"If $3x = 18$, what is $x$?",$x=18\div3=6$.,,,,2,10,9,3,6,11
math,algebra,easy,"If $8x = 64$, what is $x$?",$x=64\div8=8$.,,,,3,10,11,15,7,8
math,algebra,easy,"If $x + 3 = 6$, what is $x$?",$x=6-3=3$.,,,,1,10,10,3,8,1
math,algebra,easy,"If $x + 2 = 12$, what is $x$?",$x=12-2=10$.,,,,1,10,8,10,13,15
math,multiplication,easy,"If $9 \times 5 = 45$, what does the commutative property tell us about $5 \times 9$?","The commutative property: $a \times b = b \times a$. So $5 \times 9$ also equals 45.",,,,0,10,It also equals 45,It equals 54,It equals 40,It cannot be determined
math,percentages,easy,What is $25\%$ of 20?,$25\%$ of 20 is 5.,,,,2,10,7,4,5,8
math,division,easy,What is the mathematical term for the result of a division problem?,"In $12 \div 2 = 6$: 12 is the dividend, 2 is the divisor, and 6 is the quotient.",,,,3,10,Dividend,Divisor,Remainder,Quotient
math,division,easy,"If you share 20 cookies equally among 4 friends, which operation tells you how many each friend gets?","Division splits a quantity into equal groups. $20 \div 4 = 5$ cookies per friend.",,,,1,10,Addition,Division,Multiplication,Subtraction
math,percentages,easy,What is $50\%$ of 32?,$50\%$ of 32 is 16.,,,,2,10,26,20,16,6
math,rounding,easy,Round 42 to the nearest ten.,42 rounds to 40.,,,,0,10,40,50,42,30
math,multiplication,easy,"A school buys 4 boxes of 11 colored pencils each. How many pencils does the school have?",Total pencils = $4 \times 11 = 44$.,,,,2,10,40,42,44,46
math,percentages,easy,What is $20\%$ of 40?,$20\%$ of 40 is 8.,,,,3,10,12,9,3,8
math,algebra,easy,"If $x + 16 = 28$, what is $x$?",$x=28-16=12$.,,,,0,10,12,7,16,10
