domain,subdomain,difficulty,description,explanation,hint,calculator,verified,correct,point,choice0,choice1,choice2,choice3
economics,elasticity,easy,Which of the following goods is likely to have highly inelastic demand?,Insulin is a necessity for diabetics with few or no substitutes. Its demand is highly inelastic - consumers must buy it regardless of price.,,,,0,10,Insulin for diabetics,Luxury sports cars,Restaurant meals,Fashion clothing
economics,microeconomics,easy,What does a firm maximize in the standard economic model?,In the standard economic model firms are assumed to maximize profit defined as total revenue minus total cost.,,,,3,10,Market share,Revenue,Employment,Profit
economics,macroeconomics,easy,Which of the following best describes a recession?,A recession is conventionally defined as two or more consecutive quarters of negative GDP growth.,,,,1,10,A period of rapid economic growth,Two or more consecutive quarters of negative GDP growth,A decrease in the unemployment rate,A rise in the inflation rate above 5%
economics,trade,easy,What is the effect of a tariff on imported goods?,A tariff raises the price of imports causing domestic consumers to pay more while protecting domestic producers from foreign competition.,,,,2,10,It lowers the price of imports for consumers,It increases the volume of imported goods,It raises the price of imports protecting domestic producers,It encourages more foreign investment
economics,supply-demand,easy,What is consumer surplus?,Consumer surplus is the difference between the maximum price a consumer is willing to pay and the price they actually pay.,,,,0,10,Willingness to pay minus actual price paid,The profit earned by a firm,The area under the supply curve,The difference between price and marginal cost
economics,production-costs,easy,Average total cost is calculated as:,Average total cost (ATC) equals total cost divided by quantity produced. It represents the cost per unit of output.,ATC = TC / Q,,,3,10,Marginal cost times quantity,Fixed cost divided by variable cost,Total revenue minus total cost,Total cost divided by quantity
economics,externalities,easy,Why does a market with a negative externality tend to overproduce the good?,When producers do not bear the full social cost of production (e.g. pollution) the good is produced in excess of the socially optimal quantity.,,,,1,10,Because government subsidizes production,Because private cost is lower than social cost so firms overproduce,Because consumers demand too little,Because supply is artificially restricted
economics,gdp,easy,Real GDP differs from nominal GDP because real GDP:,Real GDP is adjusted for changes in the price level (inflation). It measures actual output growth by removing price effects.,,,,2,10,Includes only consumer spending,Excludes government spending,Is adjusted for inflation to reflect real output,Counts both final and intermediate goods
economics,inflation,easy,What is stagflation?,Stagflation is a combination of stagnant economic growth (high unemployment) and high inflation occurring at the same time - difficult for policymakers to address.,,,,0,10,High inflation combined with slow growth or high unemployment,A rapid and sustained fall in prices,High growth combined with low inflation,Inflation caused only by supply shocks
economics,market-structures,easy,Which market structure is characterized by many firms selling slightly differentiated products?,Monopolistic competition features many firms each selling products that are slightly different from rivals. Examples include restaurants and clothing brands.,,,,3,10,Perfect competition,Monopoly,Oligopoly,Monopolistic competition
economics,fiscal-policy,easy,Which of the following is an example of an automatic stabilizer?,Unemployment insurance automatically pays out more when the economy weakens without needing new legislation - it is an automatic stabilizer.,,,,1,10,A new infrastructure spending bill,Unemployment insurance benefits,A central bank rate cut,A new trade agreement
economics,monetary-policy,easy,Quantitative easing involves a central bank:,Quantitative easing (QE) is when a central bank buys large amounts of assets such as government bonds to inject money into the economy and lower long-term interest rates.,,,,2,10,Raising the reserve requirement for banks,Cutting government spending,Buying large quantities of assets to inject money into the economy,Raising the policy interest rate
economics,comparative-advantage,easy,Which of the following statements about comparative advantage is true?,Comparative advantage depends on opportunity cost not absolute productivity. A country should specialize in the good where its opportunity cost is lowest.,,,,0,10,A country should produce goods where its opportunity cost is lowest,A country must have absolute advantage to gain from trade,A larger country always has comparative advantage,Comparative advantage changes every year
economics,consumer-theory,easy,The law of diminishing marginal utility states that:,As a consumer eats more of a good the additional satisfaction (marginal utility) from each extra unit decreases after a point.,,,,3,10,Total utility always decreases as consumption rises,Consumers always prefer cheaper goods,More income always increases utility by a constant amount,Each additional unit consumed adds less utility than the previous one
economics,supply-demand,easy,A price floor set above the equilibrium price leads to:,A price floor above equilibrium prevents prices from falling to equilibrium. More is supplied than demanded creating a surplus.,,,,1,10,A shortage of the good,A surplus of the good,No change in quantity traded,A fall in prices
economics,production-costs,easy,In the short run which of the following is a variable cost for a typical manufacturing firm?,Raw materials vary directly with output level making them a variable cost. Rent is fixed regardless of output.,,,,2,10,Monthly factory rent,Annual insurance premiums,Raw materials used in production,Interest payments on a long-term loan
economics,elasticity,easy,If two goods are substitutes an increase in the price of good A will:,Substitute goods compete for the same consumer need. If A's price rises consumers switch to B increasing demand for B.,,,,0,10,Increase demand for good B,Decrease demand for good B,Have no effect on demand for good B,Decrease supply of good B
economics,gdp,easy,Which of the following transactions would be included in GDP?,GDP counts final goods and services produced domestically. A new laptop sold to a household is a final consumer good.,,,,3,10,A homeowner selling their old sofa to a neighbor (used good),The purchase of existing shares of stock,A transfer payment such as a Social Security check,A new laptop computer sold to a student
economics,inflation,easy,Which group tends to be hurt most by unexpected inflation?,Creditors (lenders) who are owed fixed dollar amounts in the future are hurt because inflation erodes the real value of those repayments.,,,,1,10,Borrowers who owe fixed-rate debt,Creditors who hold fixed-rate loans,Homeowners with mortgages,Workers with inflation-indexed wages
economics,market-structures,easy,Which of the following is a barrier to entry in a monopoly market?,A patent grants an exclusive right to produce a product preventing competitors from entering and maintaining monopoly power.,,,,2,10,Low startup costs,Many substitutes available,A patent giving exclusive rights to produce a product,High price elasticity of demand
economics,trade,easy,What does a trade deficit mean for a country?,A trade deficit means a country imports more than it exports - the value of imports exceeds the value of exports in a given period.,,,,0,10,A country imports more than it exports,A country exports more than it imports,A country has balanced trade,A country's currency is undervalued
economics,microeconomics,easy,What happens to consumer surplus when price falls?,A lower price means consumers pay less than their willingness to pay for more units. Consumer surplus increases.,,,,3,10,Consumer surplus decreases,Consumer surplus stays the same,Producer surplus increases only,Consumer surplus increases
economics,supply-demand,easy,What is a shift in supply versus a movement along the supply curve?,A change in price causes movement along the supply curve. A change in factors like technology or input costs shifts the entire curve.,,,,1,10,Both are caused by price changes,A price change moves along the curve; other factors shift the curve,A shift is caused by a change in price,A movement is caused by a change in consumer income
economics,opportunity-cost,easy,A country that specializes in producing goods where it has comparative advantage and trades is applying which economic concept?,This describes the theory of comparative advantage and the gains from trade. Countries benefit by specializing and trading.,,,,2,10,Absolute advantage,The principle of scarcity,Comparative advantage and gains from trade,The law of diminishing returns
economics,fiscal-policy,easy,What is the multiplier effect in fiscal policy?,The multiplier effect means that an initial increase in government spending leads to a larger total increase in GDP because spending by one becomes income for another.,,,,0,10,An initial spending increase leads to a larger total increase in GDP,Government must raise taxes when it increases spending,Interest rates automatically rise after fiscal stimulus,The central bank matches any fiscal expansion
economics,monetary-policy,easy,A decrease in the money supply tends to:,Reducing the money supply raises interest rates which discourages borrowing investment and spending leading to a decrease in inflation and output.,,,,3,10,Lower interest rates and stimulate growth,Have no effect on interest rates,Increase inflation in the short run,Raise interest rates and reduce spending
economics,production-costs,easy,When average total cost is falling as output increases marginal cost is:,When MC is below ATC pulling the average down ATC is declining. This is a standard relationship between marginal and average cost.,,,,1,10,Above average total cost,Below average total cost,Equal to average total cost,Equal to average fixed cost
economics,elasticity,easy,Which of the following would make demand for a good more inelastic?,Demand is more inelastic when there are fewer substitutes when the good is a necessity or when it takes a small share of income.,,,,2,10,More substitute goods available,Longer time horizon for adjustment,Fewer substitute goods available,The good being a luxury item
economics,externalities,easy,What government policy is commonly used to correct a negative externality?,A Pigouvian tax is a tax equal to the external cost that forces producers to internalize costs they would otherwise impose on third parties.,,,,0,10,A tax equal to the external cost (Pigouvian tax),A price ceiling below equilibrium,A subsidy to producers of the good,Deregulation of the industry
economics,gdp,easy,GDP per capita is used as a measure of:,GDP per capita (GDP divided by population) is a widely used proxy for the average standard of living in a country.,,,,3,10,Total government revenue,Total business investment,The rate of inflation,Average living standards in a country
economics,macroeconomics,easy,The natural rate of unemployment includes which types of unemployment?,The natural rate includes frictional (between jobs) and structural (skill mismatch) unemployment but not cyclical unemployment.,,,,1,10,Only cyclical unemployment,Frictional and structural unemployment,Only structural unemployment,All forms of unemployment
economics,consumer-theory,easy,When a consumer's budget constraint shifts outward it means:,An outward shift in the budget constraint means the consumer can afford more of both goods typically because income has risen or prices have fallen.,,,,2,10,Prices of both goods have risen,Tastes have changed toward cheaper goods,Income has risen or prices have fallen allowing more consumption,The government has imposed a price ceiling
economics,trade,easy,What is the purpose of the World Trade Organization (WTO)?,The WTO facilitates international trade by providing a forum for negotiating trade agreements and resolving trade disputes between member countries.,,,,0,10,To regulate international trade rules and resolve trade disputes,To set currency exchange rates,To provide development loans to poor countries,To impose tariffs on behalf of member nations
economics,supply-demand,easy,What does producer surplus represent?,Producer surplus is the difference between the price a producer receives and the minimum price they would have accepted (their marginal cost).,,,,3,10,The cost of producing each unit,The difference between consumer willingness to pay and price,Total revenue earned by the firm,The difference between market price and the minimum price a seller accepts
economics,market-structures,easy,Why do natural monopolies exist?,Natural monopolies occur when a single firm can supply the entire market at a lower average cost than multiple competing firms due to very high fixed costs.,,,,1,10,Because the government grants them a legal right to monopolize,Because average costs keep falling so one firm can serve the market cheapest,Because they produce goods with no substitutes,Because they engage in predatory pricing
economics,inflation,easy,Which of the following best describes demand-pull inflation?,Demand-pull inflation occurs when aggregate demand in the economy exceeds aggregate supply causing prices to be pulled upward.,,,,2,10,Inflation caused by rising production costs,Inflation caused by supply chain disruptions,Inflation caused by excess aggregate demand relative to supply,Inflation caused by falling consumer confidence
economics,microeconomics,easy,Diminishing returns to labor means that as more workers are added to a fixed amount of capital:,The law of diminishing returns states that adding more of a variable input to a fixed input eventually reduces the marginal product of that variable input.,,,,0,10,Each additional worker adds less to total output than the previous one,Each additional worker raises wages,Total output decreases immediately,Fixed costs rise
economics,fiscal-policy,easy,A contractionary fiscal policy would include:,Contractionary fiscal policy reduces aggregate demand by cutting government spending or raising taxes to slow inflation.,,,,3,10,Increasing government spending on roads,Cutting income tax rates,Creating a new unemployment insurance program,Raising taxes to reduce the government budget deficit
economics,comparative-advantage,easy,If a country has comparative advantage in producing wheat it should:,Comparative advantage guides specialization. The country should specialize in wheat production and trade for other goods.,,,,1,10,Produce equal amounts of wheat and all other goods,Specialize in wheat production and trade for other goods,Impose tariffs to protect all other domestic industries,Focus on achieving absolute advantage in all goods
