domain,subdomain,difficulty,description,explanation,hint,calculator,verified,correct,point,choice0,choice1,choice2,choice3
finance,npv,medium,A machine costs \$5000 and saves \$1500/year for 4 years. At 8% discount rate what is the NPV?,PV of savings: 1500/1.08 + 1500/1.1664 + 1500/1.2597 + 1500/1.3605 = 1388.89 + 1286.01 + 1190.75 + 1102.55 = \$4968.20. NPV = 4968.20 - 5000 = -\$31.80.,NPV = Sum(CF/(1+r)^t) - Cost,true,,2,15,\$100.00,-\$31.80,\$500.00,-\$250.00
finance,bonds,medium,What happens to the price of a 20-year bond versus a 2-year bond when interest rates rise by 1%?,Duration measures a bond's interest rate sensitivity. A 20-year bond has much higher duration than a 2-year bond so its price drops far more when rates rise. Long-term bonds have greater price sensitivity to interest rate changes.,,,,3,15,Both fall by the same amount,The 20-year bond rises and the 2-year falls,The 2-year bond falls more,The 20-year bond falls more due to higher duration
finance,time-value,medium,An annuity pays \$500 per year for 5 years. At a discount rate of 7% what is the present value of the annuity?,PV = 500 x [1-(1.07)^-5]/0.07 = 500 x [1-0.7130]/0.07 = 500 x 4.100 = \$2050.10. Using the PV annuity factor of 4.1002 at 7% for 5 years.,PV Annuity = PMT x [1-(1+r)^-n]/r,true,,0,15,\$2050.10,\$2500.00,\$1750.00,\$2200.00
finance,risk-return,medium,Stock has expected return 14% risk-free rate is 4% and market risk premium is 8%. What is the stock's beta?,CAPM: E(R) = Rf + Beta x (Rm - Rf). 14% = 4% + Beta x 8%. Beta = (14% - 4%) / 8% = 10% / 8% = 1.25.,CAPM: E(R) = Rf + Beta x Market Premium,true,,1,15,0.75,1.25,1.50,2.00
finance,financial-ratios,medium,A company has inventory of \$200000 and COGS of \$800000. What is the inventory turnover and approximately how many days does it hold inventory?,Inventory turnover = COGS / Inventory = 800000 / 200000 = 4 times. Days inventory = 365 / 4 = 91.25 days. The company turns over its inventory every 91 days on average.,Turnover = COGS / Inventory; Days = 365 / Turnover,true,,2,15,2 times / 182 days,3 times / 122 days,4 times / 91 days,6 times / 61 days
finance,capital-markets,medium,What is the difference between systematic and unsystematic risk?,Systematic risk (market risk) affects all investments and cannot be diversified away - examples include recessions and interest rate changes. Unsystematic risk is specific to a company or industry and can be reduced through diversification.,,,,3,15,Both types can be eliminated through diversification,Systematic risk can be diversified away but unsystematic risk cannot,They are two terms for the same concept,Systematic risk is company-specific while unsystematic risk affects all markets
finance,npv,medium,Project A: NPV = \$30000. Project B: NPV = \$25000. The projects are mutually exclusive. Which should be chosen and why?,When projects are mutually exclusive choose the one with the highest NPV. Project A has NPV = \$30000 vs B's \$25000 so Project A is preferred. NPV directly measures value added to the firm.,,,,0,15,Project A because it has the higher NPV,Project B because it likely costs less,Both projects because both have positive NPVs,Neither - only projects with NPV above \$50000 should be accepted
finance,bonds,medium,A bond's price rises from \$950 to \$980. Its coupon payment is \$40. What is the total return for the period?,Total return = (Income + Price Change) / Beginning Price = (40 + 30) / 950 = 70 / 950 = 7.37%.,Total Return = (Coupon + Price Change) / Beginning Price,true,,1,15,4.21%,7.37%,3.16%,8.42%
finance,irr,medium,Which statement about IRR is correct when evaluating a single independent project?,For a single independent project accept it if the IRR exceeds the required rate of return (hurdle rate / WACC). IRR is the discount rate that makes NPV equal zero - above the hurdle rate the project adds value.,,,,2,15,Accept if IRR is less than WACC,Accept if IRR equals the cost of equity only,Accept if IRR exceeds the required rate of return (hurdle rate),IRR and NPV always lead to different decisions
finance,financial-ratios,medium,A company has net income of \$400000 depreciation of \$50000 increase in accounts receivable of \$30000 and increase in accounts payable of \$20000. What is the operating cash flow?,OCF = Net Income + Depreciation - Increase in AR + Increase in AP = 400000 + 50000 - 30000 + 20000 = \$440000. Changes in working capital are added or subtracted from net income.,OCF = Net Income + Depreciation +/- Working Capital Changes,true,,3,15,\$420000,\$470000,\$450000,\$440000
finance,capital-structure,medium,A company earns EBIT of \$500000 and has a tax rate of 25%. If the company has \$2M in debt at 5% interest what is the net income?,Interest expense = 2000000 x 0.05 = \$100000. EBT = 500000 - 100000 = \$400000. Net income = 400000 x (1 - 0.25) = \$300000.,Net Income = (EBIT - Interest) x (1 - Tax Rate),true,,0,15,\$300000,\$375000,\$400000,\$500000
finance,portfolio,medium,What does a correlation coefficient of -1 between two assets mean for portfolio diversification?,A correlation of -1 means the two assets move in exactly opposite directions. Combining them can theoretically eliminate all portfolio risk (achieve zero variance). This is the best case scenario for diversification.,,,,1,15,The assets always move in the same direction offering no diversification,The assets move in perfectly opposite directions allowing maximum diversification benefit,The assets are completely unrelated with random movements,One asset always gains when interest rates rise
finance,market-efficiency,medium,What is the semi-strong form of market efficiency?,Under semi-strong efficiency all publicly available information is reflected in stock prices. This means neither fundamental analysis (using public data) nor technical analysis can generate consistent excess returns. Only insider information could potentially provide an edge.,,,,2,15,Only historical price data is reflected in stock prices,All information including private (insider) information is in prices,All publicly available information is reflected in prices,Technical analysis consistently works but fundamental analysis does not
finance,stocks,medium,A stock has a current price of \$50 expected dividend next year of \$2 and an expected dividend growth rate of 4% forever. What is the required rate of return using the Gordon Growth Model?,Gordon Growth Model: P = D1 / (r - g). Rearranging: r = D1/P + g = 2/50 + 0.04 = 0.04 + 0.04 = 0.08 = 8%.,r = D1/P + g,true,,3,15,4%,6%,10%,8%
finance,npv,medium,An investment has cash flows: Year 0 = -\$10000 Year 1 = \$4000 Year 2 = \$4000 Year 3 = \$4000. At 12% discount rate what is the NPV?,PV factors at 12%: 1/1.12=0.8929; 1/1.2544=0.7972; 1/1.4049=0.7118. PVs: 4000x0.8929=3571.43; 4000x0.7972=3188.78; 4000x0.7118=2847.12. Total PV=9607.33. NPV=9607.33-10000=-\$392.67.,NPV = Sum(CF/(1+r)^t) - Cost,true,,0,15,-\$392.67,\$392.67,\$1000.00,-\$1500.00
finance,financial-ratios,medium,A firm's quick ratio is 1.5 current ratio is 2.5 and current liabilities are \$100000. How much inventory does the firm hold?,Quick ratio = (Current Assets - Inventory) / CL. Current ratio = CA / CL = 2.5 so CA = \$250000. Quick ratio: (250000 - Inventory) / 100000 = 1.5. Inventory = 250000 - 150000 = \$100000.,QR = (CA - Inventory) / CL,true,,1,15,\$50000,\$100000,\$150000,\$200000
finance,time-value,medium,What is the future value of \$100 invested monthly for 12 months at 12% annual rate (1% monthly)?,FV annuity = PMT x [(1+r)^n - 1] / r = 100 x [(1.01)^12 - 1] / 0.01 = 100 x [1.1268 - 1] / 0.01 = 100 x 12.68 = \$1268.25.,FV Annuity = PMT x [(1+r)^n - 1] / r,true,,2,15,\$1200.00,\$1250.00,\$1268.25,\$1300.00
finance,risk-return,medium,Using CAPM: Risk-free rate = 3% Market return = 10% Beta = 1.5. What is the required return on the stock?,CAPM: E(R) = Rf + Beta x (Rm - Rf) = 3% + 1.5 x (10% - 3%) = 3% + 1.5 x 7% = 3% + 10.5% = 13.5%.,E(R) = Rf + Beta x (Rm - Rf),true,,3,15,10.5%,12%,13%,13.5%
finance,bonds,medium,A bond with face value \$1000 has 2 years to maturity and a coupon rate of 0%. Market interest rate is 5%. What is the bond's current price?,A zero-coupon bond makes no coupon payments. Price = 1000 / (1.05)^2 = 1000 / 1.1025 = \$907.03. Zero-coupon bonds are priced purely on the present value of the face value.,Price = Face Value / (1+r)^n,true,,0,15,\$907.03,\$952.38,\$1000.00,\$857.34
finance,capital-structure,medium,What is financial leverage and how does it affect EPS volatility?,Financial leverage means using debt in a company's capital structure. When earnings are positive leverage amplifies EPS because fixed interest costs are spread over fewer equity shares. However it also amplifies losses making EPS more volatile.,,,,1,15,Leverage reduces EPS volatility by providing stable interest payments,Leverage amplifies both gains and losses making EPS more volatile,Leverage reduces the cost of equity but has no effect on EPS,Leverage is only beneficial when interest rates are above 10%
finance,financial-ratios,medium,Company A: Net income \$100000 Total assets \$800000. Company B: Net income \$150000 Total assets \$2000000. Which has a better ROA?,ROA = Net Income / Total Assets. Company A: 100000/800000 = 12.5%. Company B: 150000/2000000 = 7.5%. Company A uses its assets more efficiently even though Company B earns more in absolute terms.,ROA = Net Income / Total Assets,true,,2,15,Company B because it earns more in absolute terms,They have equal ROA,Company A with 12.5% ROA versus Company B's 7.5%,Cannot be determined without knowing equity
finance,irr,medium,A project has an IRR of 15% and the company's WACC is 12%. What does this mean for shareholder value?,When IRR (15%) exceeds WACC (12%) the project is expected to create value for shareholders. The project earns more than it costs to finance creating positive NPV and increasing shareholder wealth.,,,,3,15,Reject - IRR is too high and risky,Neutral - IRR has no relationship to WACC,Reject - the project barely covers its costs,Accept - IRR above WACC means the project creates shareholder value
finance,portfolio,medium,Portfolio has 3 stocks: 30% in Stock X (return 8%) 40% in Stock Y (return 12%) 30% in Stock Z (return 6%). What is the portfolio expected return?,E(Rp) = 0.30 x 8% + 0.40 x 12% + 0.30 x 6% = 2.4% + 4.8% + 1.8% = 9.0%.,E(Rp) = Sum(wi x Ri),,,0,15,9.0%,8.67%,10.2%,7.5%
finance,cash-flow,medium,Operating CF = \$500000 Capital expenditures = \$150000 Dividends paid = \$100000. What is free cash flow to equity (FCFE) assuming no debt changes?,FCFE = Operating CF - Capital Expenditures = 500000 - 150000 = \$350000. Dividends paid do not reduce FCFE as FCFE represents cash available TO equity holders before dividend distribution.,FCFE = Operating CF - Capex +/- Net Debt Changes,true,,1,15,\$250000,\$350000,\$450000,\$200000
finance,stocks,medium,Using the Gordon Growth Model: D1 = \$3 required return = 10% and growth rate = 4%. What is the intrinsic stock value?,P = D1 / (r - g) = 3 / (0.10 - 0.04) = 3 / 0.06 = \$50. This model assumes constant perpetual dividend growth making it ideal for mature stable dividend-paying companies.,P = D1 / (r - g),true,,2,15,\$30.00,\$75.00,\$50.00,\$25.00
finance,market-efficiency,medium,If markets are semi-strong form efficient which of the following strategies CANNOT consistently beat the market?,In semi-strong form efficiency all public information is already priced in. Fundamental analysis uses only public information so it cannot consistently generate excess returns. Only trading on private (insider) information might still work.,Semi-strong = all public info is priced in,,,3,15,Insider trading using private company information,Acting on non-public merger negotiations,Using tips from company insiders,Fundamental analysis using publicly available financial statements
finance,npv,medium,A project costs \$20000 and generates \$6000 per year for 4 years at a 10% discount rate. What is the payback period (undiscounted)?,Payback period = Initial investment / Annual cash flow = 20000 / 6000 = 3.33 years. Note: payback period ignores the time value of money which is a limitation.,Payback = Initial Cost / Annual CF,,,0,15,3.33 years,4 years,2.5 years,3.5 years
finance,bonds,medium,A company issues a callable bond at par (\$1000) with a 7% coupon. After 2 years interest rates drop to 4%. What is the likely outcome?,When rates fall below the coupon rate the issuer benefits by calling the bond and refinancing at lower rates. The investor loses the 7% income stream and must reinvest at the lower 4% market rate - this is reinvestment risk.,,,,1,15,The company will let the bond mature paying 7% throughout,The company will likely call the bond and reissue at lower rates,The bond's price falls because of the rate decrease,The investor can force the company to pay early
finance,financial-ratios,medium,Revenue = \$5M Net income = \$400K Total assets = \$4M Equity = \$2M. Calculate the DuPont ROE.,DuPont ROE = Net Profit Margin x Asset Turnover x Equity Multiplier. NPM = 400K/5M = 8%. AT = 5M/4M = 1.25. EM = 4M/2M = 2. ROE = 8% x 1.25 x 2 = 20%.,ROE = NPM x Asset Turnover x Equity Multiplier,true,,2,15,10%,16%,20%,25%
finance,time-value,medium,A loan of \$10000 is repaid in equal annual installments over 5 years at 8% interest. What is the annual payment?,PMT = PV x r / [1-(1+r)^-n] = 10000 x 0.08 / [1-1.08^-5] = 800 / [1-0.6806] = 800 / 0.3194 = \$2504.56.,PMT = PV x r / [1-(1+r)^-n],true,,3,15,\$2150.00,\$2250.00,\$2400.00,\$2504.56
finance,capital-structure,medium,What is the Modigliani-Miller theorem about capital structure in a perfect market?,In a perfect market with no taxes transaction costs or bankruptcy costs Modigliani and Miller showed that a firm's value is independent of its capital structure. The mix of debt and equity does not affect total firm value because investors can replicate any leverage personally.,,,,0,15,In a perfect market firm value is independent of capital structure,Debt financing always maximizes firm value,Equity financing always maximizes firm value,A 50/50 debt-equity split always optimizes firm value
finance,risk-return,medium,An investment portfolio earned 15% last year. The risk-free rate was 3% and the market return was 11%. The portfolio's beta is 1.2. Did the portfolio outperform on a risk-adjusted basis?,Using CAPM required return = 3% + 1.2 x (11%-3%) = 3% + 9.6% = 12.6%. Actual return was 15%. Alpha = 15% - 12.6% = +2.4%. The positive alpha means the portfolio outperformed on a risk-adjusted basis.,Alpha = Actual Return - CAPM Required Return,true,,1,15,No - it underperformed because 15% is too high,Yes - it earned 2.4% more than required for its risk level,Cannot be determined without standard deviation,No - the market return of 11% is the right benchmark
finance,cash-flow,medium,A company reports: Revenue \$1M COGS \$600K SGA \$150K Depreciation \$50K Interest \$30K Tax rate 20%. What is the operating cash flow?,EBIT = 1M - 600K - 150K - 50K = \$200K. Add back depreciation (non-cash): OCF = EBIT x (1-tax) + Depreciation = 200K x 0.80 + 50K = 160K + 50K = \$210000.,OCF = EBIT(1-T) + Depreciation,true,,2,15,\$240000,\$180000,\$210000,\$160000
finance,stocks,medium,Stock A has P/E of 15 and EPS of \$4. Stock B has P/E of 20 and EPS of \$3. Which stock has a higher market price?,Stock A price = P/E x EPS = 15 x 4 = \$60. Stock B price = 20 x 3 = \$60. Both stocks have the same market price of \$60 despite different P/E ratios and EPS figures.,Price = P/E x EPS,,,3,15,Stock A at \$60 vs Stock B at \$50,Stock B at \$80 vs Stock A at \$60,Stock A at \$75 vs Stock B at \$60,Both trade at the same price of \$60
finance,portfolio,medium,An investor holds a portfolio worth \$100000. The portfolio beta is 0.8 and the market drops 10%. What is the approximate change in portfolio value?,Portfolio change = Beta x Market change = 0.8 x (-10%) = -8%. Portfolio value change = -8% x 100000 = -\$8000. Beta predicts how much a portfolio moves relative to the market.,Portfolio change = Beta x Market change,true,,0,15,-\$8000,-\$10000,-\$6000,-\$12000
finance,market-efficiency,medium,What is event study methodology used to test in market efficiency research?,Event studies measure how quickly and accurately stock prices adjust to new public information (like earnings announcements or M&A news). If prices adjust immediately and fully the market is semi-strong efficient. Slow or incomplete adjustment implies inefficiency.,,,,1,15,How trading volume changes during recessions,How quickly prices adjust to new public information,Whether insider traders earn excess returns,How different sectors perform relative to each other
finance,financial-ratios,medium,Company has debt of \$3M equity of \$2M EBIT of \$600K and interest of \$150K. Calculate debt-to-equity ratio and interest coverage ratio.,D/E = 3M / 2M = 1.5. Interest Coverage = EBIT / Interest = 600K / 150K = 4.0. The company has \$1.50 of debt per \$1.00 of equity and covers interest 4 times with operating earnings.,D/E = Debt/Equity; Coverage = EBIT/Interest,true,,2,15,D/E=1.5 Coverage=3.5,D/E=2.0 Coverage=4.0,D/E=1.5 Coverage=4.0,D/E=0.67 Coverage=4.0
finance,irr,medium,Project costs \$800 and pays \$500 in year 1 and \$400 in year 2. Is the IRR closer to 10% 15% or 20%?,At 15%: PV = 500/1.15 + 400/1.3225 = 434.78 + 302.49 = 737.27 < 800. At 10%: PV = 500/1.10 + 400/1.21 = 454.55 + 330.58 = 785.12 < 800. At 6%: PV = 500/1.06 + 400/1.1236 = 471.70 + 356.00 = 827.70 > 800. IRR is between 6% and 10% closer to 7-8%.,At IRR: NPV = 0,true,,3,15,20%,15%,10%,Between 6% and 10% (approximately 7-8%)
finance,capital-structure,medium,How does the tax shield on debt benefit a leveraged firm versus an all-equity firm?,Interest on debt is tax-deductible. The tax shield = Interest Expense x Tax Rate. This means the government effectively subsidizes borrowing reducing the after-tax cost of debt. A leveraged firm has higher after-tax cash flows than an otherwise identical all-equity firm.,,,,0,15,Interest deductibility reduces taxes increasing firm value and after-tax cash flows,Debt eliminates all corporate taxes for the firm,The tax shield makes equity financing more expensive than debt in all cases,Debt has no tax advantages over equity financing
finance,time-value,medium,An investor wants \$50000 in 10 years. If the account earns 7% annual compound interest how much must be deposited today?,PV = FV / (1+r)^n = 50000 / (1.07)^10 = 50000 / 1.9672 = \$25417.43. This shows the power of compound growth - you only need to invest about half the target amount today.,PV = FV / (1+r)^n,true,,1,15,\$35000.00,\$25417.43,\$28571.43,\$22500.00
