domain,subdomain,difficulty,description,explanation,hint,calculator,verified,correct,point,choice0,choice1,choice2,choice3
cybersecurity,malware,easy,What is a botnet?,"A botnet is a large collection of compromised machines controlled remotely and used together, often for attacks or spam.",,,,1,10,A network of automated chat programs,Many compromised machines controlled remotely and used together,A network of servers used for backups,A tool for automating routine admin tasks
cybersecurity,malware,easy,Why do modern attackers often prefer stolen credentials over malware?,"Logging in with valid credentials looks like normal activity, so it evades tools that watch for malicious software.",,,,0,10,Valid logins look like normal activity and evade malware detection,Credentials are easier to write than malware,Malware no longer works on modern systems,Stolen credentials cannot be revoked
cybersecurity,network,easy,What does a denial-of-service attack aim to do?,"It aims to make a service unavailable to legitimate users, usually by overwhelming it with traffic or requests.",,,,2,10,Steal data from a server,Alter records in a database,Make a service unavailable to legitimate users,Install malware on every visitor
cybersecurity,network,easy,What makes a distributed denial-of-service attack harder to stop?,"The traffic comes from very many sources at once, so blocking any single address achieves little.",,,,0,10,"The traffic comes from many sources at once, so blocking one address achieves little",It uses encryption that cannot be broken,It targets several companies simultaneously,It only occurs outside business hours
cybersecurity,network,easy,What is a man-in-the-middle attack?,"An attacker positions themselves between two parties, able to read or alter what passes between them.",,,,1,10,An insider who leaks data from within a company,"An attacker sitting between two parties, able to read or alter their traffic",A relay that speeds up a slow connection,A backup server placed between two data centres
cybersecurity,network,easy,Why does an evil twin wi-fi hotspot work?,"It advertises a familiar network name, so devices and people connect to it believing it is the real one.",,,,0,10,It copies a familiar network name so devices connect believing it is genuine,It broadcasts a stronger signal than any real network can,It bypasses the devices firewall directly,It requires no password to be set up
cybersecurity,network,easy,What does network segmentation achieve?,"It divides a network into zones, so a compromise in one area cannot reach everything else unimpeded.",,,,2,10,It speeds up traffic between departments,It reduces the number of devices needed,It limits how far an intruder can move after a compromise,It encrypts all internal traffic automatically
cybersecurity,network,easy,What is the purpose of a DNS filter or secure DNS service?,"It blocks lookups for known malicious domains, so a clicked link never resolves to the harmful site.",,,,1,10,It speeds up browsing by caching pages,It blocks lookups for known malicious domains,It encrypts stored files,It replaces the need for a firewall
cybersecurity,web,easy,What is the core problem behind SQL injection?,"User input is treated as part of a database command instead of as data, letting an attacker change what the query does.",,,,0,10,User input is treated as part of a command rather than as data,The database password is too short,Too many users query the database at once,The database has not been backed up
cybersecurity,web,easy,What is the standard defence against SQL injection?,"Parameterised queries keep user input strictly as data, so it can never be interpreted as part of the command.",,,,3,10,Rejecting all input containing spaces,Encrypting the database file,Limiting the number of queries per minute,Using parameterised queries so input stays data
cybersecurity,web,easy,What does cross-site scripting allow an attacker to do?,"It lets attacker-supplied script run in another users browser in the context of a trusted site, stealing sessions or altering the page.",,,,1,10,Read files directly from the web server,Run script in another users browser as if it came from the trusted site,Change the servers DNS records,Decrypt the sites HTTPS traffic
cybersecurity,web,easy,Why must user-supplied content be escaped before being placed into a page?,Escaping ensures the content is displayed as text rather than interpreted as markup or script.,,,,0,10,So it is displayed as text rather than interpreted as markup or script,So it takes up less space in the page,So search engines can index it,So it can be translated automatically
cybersecurity,web,easy,"What is a session cookie used for, and why is it sensitive?","It identifies your logged-in session, so anyone who steals it can act as you without ever knowing your password.",,,,2,10,It stores your password for next time,It records which pages you visited for analytics,"It identifies your logged-in session, so stealing it means impersonating you",It encrypts the connection to the site
cybersecurity,web,easy,What does logging out actually do that closing the tab does not?,"Logging out invalidates the session on the server, so the session identifier can no longer be used.",,,,0,10,It invalidates the session on the server so it cannot be reused,It clears the browsers cache of images,It deletes your account history,It changes your password automatically
cybersecurity,encryption,easy,What is the difference between encryption in transit and at rest?,In transit protects data moving across a network; at rest protects data stored on a disk or in a database.,,,,1,10,"In transit protects stored files, at rest protects network traffic","In transit protects data moving over a network, at rest protects stored data",They describe the same protection at different times of day,"In transit applies to backups, at rest to live systems"
cybersecurity,encryption,easy,What does end-to-end encryption mean for a messaging app?,Only the sender and recipient can read the messages; the service carrying them cannot.,,,,0,10,"Only sender and recipient can read the messages, not the service itself",Messages are encrypted only while stored on the server,Messages are deleted after being read,Messages are encrypted only on mobile networks
cybersecurity,encryption,easy,What is the role of the public key in public-key cryptography?,The public key can be shared freely and is used to encrypt to you or verify your signature; only the private key can decrypt or sign.,,,,2,10,It must be kept secret at all times,It is used to decrypt messages you receive,"It is shared freely, and is used to encrypt to you or verify your signature",It is a backup of the private key
cybersecurity,encryption,easy,What does a digital signature demonstrate?,It shows the content came from the holder of a particular private key and has not been altered since.,,,,1,10,That the content is encrypted,That the content came from a specific key holder and is unaltered,That the content was sent recently,That the content has been backed up
cybersecurity,encryption,easy,What is hashing used for that encryption is not?,"Hashing is one-way, used to verify that data is unchanged or to store password verifiers, not to recover the original.",,,,0,10,"Verifying data is unchanged, without any intent to recover the original",Sending secrets that the recipient must decrypt,Compressing large files,Sharing keys between two parties
cybersecurity,access,easy,What is role-based access control?,"Permissions attach to roles, and people get roles, so access is consistent and easy to change when someone moves job.",,,,3,10,Access granted individually to each person,Access based on how long someone has worked there,Access granted by whoever owns each file,"Permissions attached to roles, with people assigned to roles"
cybersecurity,access,easy,Why is a shared team account a bad idea?,"Actions cannot be attributed to a person, and the credential cannot be revoked without disrupting everyone.",,,,0,10,"Actions cannot be attributed, and revoking it disrupts everyone",Shared accounts cannot use multi-factor authentication,Shared accounts expire more quickly,Shared accounts use more storage
cybersecurity,access,easy,What is privilege creep?,"Access accumulates as someone changes roles because old permissions are never removed, leaving them far more access than they need.",,,,1,10,Administrators gradually granting themselves more rights,Access accumulating across role changes because old permissions are never removed,Permissions expiring without warning,Users requesting access repeatedly until approved
cybersecurity,access,easy,What is the purpose of an access review?,"Periodically checking who has access to what, and removing anything no longer justified.",,,,2,10,Checking whether passwords are strong enough,Reviewing how often each system is used,"Checking who has access to what, and removing what is no longer needed",Reviewing the cost of each software licence
cybersecurity,logging,easy,Why do audit logs matter after an incident?,"They record what happened and when, which is how the scope of an incident is established.",,,,0,10,"They record what happened and when, establishing the scope of an incident",They prevent incidents from occurring,They automatically restore deleted files,They notify customers of a breach
cybersecurity,logging,easy,Why should logs be stored somewhere the local administrator cannot alter?,An intruder who gains administrative access will otherwise erase the evidence of what they did.,,,,1,10,To save space on the main server,So an intruder with admin access cannot erase the evidence,Because logs must be encrypted by law,So the logs can be searched more quickly
cybersecurity,logging,easy,What is the problem with logging too much detail?,"Logs may end up containing sensitive data such as passwords or personal information, becoming a target in their own right.",,,,2,10,They become slower to write,They can only be read by specialists,They may capture sensitive data and become a target themselves,They cannot be compressed
cybersecurity,policy,easy,What does a security policy on removable media typically restrict?,"It controls whether USB devices may be used and whether data may be copied to them, since they are an easy route for data loss and malware.",,,,0,10,Whether USB devices may be used and whether data may be copied to them,How large files may be before being emailed,Which brands of laptop may be purchased,How often passwords must be changed
cybersecurity,policy,easy,Why do organisations run simulated phishing exercises?,"To measure how people actually respond and to give practice at spotting real attempts, in a setting where mistakes are safe.",,,,1,10,To identify employees who should be dismissed,To measure real responses and give safe practice at spotting attempts,To satisfy the requirement for antivirus software,To test the email servers capacity
cybersecurity,policy,easy,What is a bring-your-own-device policy trying to balance?,Convenience and cost against the fact that company data now sits on devices the organisation does not fully control.,,,,0,10,Convenience against company data sitting on devices the organisation does not control,The cost of laptops against the cost of phones,Employee privacy against internet speed,Software licences against hardware warranties
cybersecurity,cloud,easy,"In cloud computing, what does the shared responsibility model mean?","The provider secures the underlying platform, while you remain responsible for your data, access and configuration.",,,,2,10,The provider is responsible for everything,The customer is responsible for everything,"The provider secures the platform, the customer secures their data and configuration",Responsibility alternates according to the contract term
cybersecurity,cloud,easy,What is the most common cause of cloud data exposure?,"Misconfiguration, such as a storage bucket left open to the public, rather than any breach of the providers systems.",,,,0,10,"Misconfiguration, such as storage left publicly accessible",Weak encryption used by the provider,Physical theft from the data centre,Network cables being tapped
cybersecurity,cloud,easy,Why is an exposed API key in a public code repository serious?,"Automated scanners find such keys within minutes, and the key grants whatever access it was issued for.",,,,1,10,It makes the repository larger,Automated scanners find it within minutes and can use its access,It prevents the code from compiling,It invalidates the repositorys licence
cybersecurity,supply,easy,What is a supply chain risk in software?,"Code you depend on, such as a library or an update channel, can be compromised and carry the attack into your system.",,,,0,10,A dependency or update channel being compromised and carrying the attack to you,A delay in receiving hardware orders,A vendor raising their prices unexpectedly,Software being written in an unfamiliar language
cybersecurity,supply,easy,Why does pinning dependency versions help security?,Builds become reproducible and a compromised new release is not pulled in automatically without review.,,,,3,10,It makes the build run faster,It reduces the number of dependencies,It removes the need to update,Builds stay reproducible and a compromised new release is not pulled in unreviewed
cybersecurity,incident,easy,What are the broad phases of incident response?,"Prepare, detect, contain, eradicate, recover, and then learn from what happened.",,,,1,10,"Detect, blame, replace, reopen","Prepare, detect, contain, eradicate, recover, learn","Backup, restore, notify, close","Scan, patch, reboot, report"
cybersecurity,incident,easy,Why does containment usually come before eradication?,Stopping the spread limits the damage while you work out how to remove the intruder properly.,,,,0,10,Stopping the spread limits damage while removal is worked out,Because eradication is optional,Because containment is cheaper,Because eradication requires customer approval
cybersecurity,incident,easy,Why is a blameless post-incident review valuable?,"It surfaces the real systemic causes, because people describe what actually happened rather than defending themselves.",,,,2,10,It shortens the incident,It removes the need to notify regulators,"People describe what really happened, revealing the systemic causes",It guarantees the incident will not recur
cybersecurity,privacy,easy,What does data minimisation mean?,"Collect and keep only the data you actually need, because data you never held cannot be breached.",,,,0,10,Collect and retain only the data you actually need,Compress data to reduce storage costs,Store data in the smallest possible number of systems,Delete all data after one year
cybersecurity,privacy,easy,Why does a retention policy reduce risk?,Data that has been deleted on schedule cannot be exposed in a future breach.,,,,1,10,It speeds up database queries,Data deleted on schedule cannot be exposed in a later breach,It removes the need for encryption,It reduces the number of accounts needed
cybersecurity,privacy,easy,What is the difference between anonymised and pseudonymised data?,Pseudonymised data can be re-linked to a person with the right key; genuinely anonymised data cannot be re-identified at all.,,,,2,10,They mean the same thing,"Anonymised data can be re-linked, pseudonymised cannot","Pseudonymised data can be re-linked with a key, anonymised data cannot","Anonymised data is encrypted, pseudonymised is not"
